dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,local,arquivamento,autoresEstruturados,observacao,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1660,1985,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ A DENOMINAÇÃO DE HERMELINO ARAÚJO À ESCOLA ESTADUAL DE MONTEZUMA, DO
MUNICÍPIO DE RIO PARDO DE MINAS.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, RIO PARDO DE MINAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-08-17,000141909,PL. 1660 1985 - PROJETO DE LEI,1680,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,1109,rosanacf,1985-08-14,"list(passo = 1, data = ""1985-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO GONTIJO\nPUBLICAÇÃO: 27 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1985\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1659,1985,DEPUTADO JOSÉ SANTANA                      PDS,"DÁ A DENOMINAÇÃO DE PREFEITO ODÍLIO FERNANDES COSTA À ESCOLA ESTADUAL
DE SANTO ANTÔNIO DO RETIRO, DO MUNICÍPIO DE RIO PARDO DE MINAS.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, RIO PARDO DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-17,000141910,PL. 1659 1985 - PROJETO DE LEI,1680,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 9066 1985 - LEI ORDINÁRIA,20120424,1109,rosanacf,1985-08-14,"list(passo = 1, data = ""1985-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO GONTIJO\nPUBLICAÇÃO: 27 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 23 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 5 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,/legislacao/mineira/LEI/9066/1985,LEI 9066 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1658,1985,DEPUTADO PETRÔNIO MATIAS                   PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ATLÉTICA AIURUOCA, COM
SEDE EM BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-17,000141911,PL. 1658 1985 - PROJETO DE LEI,2812,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9041 1985 - LEI ORDINÁRIA,20120126,1553,rosanacf,1985-08-14,"list(passo = 1, data = ""1985-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 20 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 23 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 6 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2812, nome = ""DEPUTADO PETRÔNIO MATIAS"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9041/1985,LEI 9041 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1657,1985,DEPUTADO PETRÔNIO MATIAS                   PMDB,"DECLARA DE UTILIDADE PÚBLICA O COMERCIAL ESPORTE CLUBE, COM SEDE
EM CONTAGEM.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CONTAGEM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-17,000141912,PL. 1657 1985 - PROJETO DE LEI,2812,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9042 1985 - LEI ORDINÁRIA,20120126,1557,rosanacf,1985-08-14,"list(passo = 1, data = ""1985-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 8 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 20 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 24 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MOISÉS\nPUBLICAÇÃO: 13 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2812, nome = ""DEPUTADO PETRÔNIO MATIAS"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9042/1985,LEI 9042 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1636,1985,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"AUTORIZA O PODER EXECUTIVO A ALTERAR O PARÁGRAFO ÚNICO DO
ARTIGO 133 DA LEI 7109 DE 13 DE OUTUBRO DE 1977.
(O PERÍODO DE LICENÇA PARA TRATAMENTO DE SAÚDE E CONTADO COMO DE
EFETIVO EXERCÍCIO PARA EFEITO DE INCENTIVO À DOCÊNCIA).",NA,NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-15,000141913,PL. 1636 1985 - PROJETO DE LEI,1462,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1985-08-13,"list(passo = 1, data = ""1985-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 8 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1985 COM EMENDA 1\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 4 1986, NA FORMA DO VENCIDO EM SEGUNDA DISCUSSÃO.\nREDAÇÃO FINAL\nAPROVAÇÃO: 16 4 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPARECERES PUBLICADOS EM 19 10 1985\nSERVIÇO PÚBLICO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO RIBEIRO\nPUBLICAÇÃO: 21 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 19 4 1986\nVETADO TOTALMENTE\nPUBLICAÇÃO DA RAZÕES DO VETO: 6 5 1986\nVETO MANTIDO"")",list(),list(),NULL,N,NA,NA,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1635,1985,DEPUTADO EURÍPEDES CRAIDE                  PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PRESIDENTE TANCREDO NEVES À ESCOLA
ESTADUAL DE APARECIDA DE MINAS.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, FRUTAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-15,000141914,PL. 1635 1985 - PROJETO DE LEI,1187,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 9098 1985 - LEI ORDINÁRIA,20120424,1112,rosanacf,1985-08-13,"list(passo = 1, data = ""1985-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 26 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÍLVIO MITRE\nPUBLICAÇÃO: 12 11 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. VERA COUTINHO\nPUBLICAÇÃO: 6 12 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 1187, nome = ""DEPUTADO EURÍPEDES CRAIDE"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9098/1985,LEI 9098 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1634,1985,DEPUTADO CLODESMIDT RIANI                  PMDB,"AUTORIZA O PODER EXECUTIVO A REVOGAR O PARÁGRAFO ÚNICO DO
ARTIGO QUINTO DA LEI DELEGADA 4, DE 12 DE JULHO DE 1985.
(FIXAÇÃO EM OITENTA POR CENTO DO VALOR DA GRATIFICAÇÃO DE
ESTÍMULO À PRODUÇÃO INDIVIDUAL PAGA AO OCUPANTE DE CARGO DA
CLASSE DE ASSISTENTE DE TRIBUTAÇÃO E ARRECADAÇÃO EM EFETIVO
EXERCÍCIO NA SECRETARIA DE ESTADO DA FAZENDA).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-08-15,000141915,PL. 1634 1985 - PROJETO DE LEI,372,NA,NA,NA,20090417,1340,m17663,1985-08-13,"list(passo = 1, data = ""1985-08-13"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 372, nome = ""DEPUTADO CLODESMIDT RIANI"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1633,1985,DEPUTADO JOÃO ROSA                         PMDB,"DECLARA DE UTILIDADE PÚBLICA A COMUNIDADE DE AÇÃO PASTORAL -
CAP -, COM SEDE EM POUSO ALEGRE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-13,000141917,PL. 1633 1985 - PROJETO DE LEI,2803,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9037 1985 - LEI ORDINÁRIA,20120126,1602,rosanacf,1985-08-09,"list(passo = 1, data = ""1985-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 20 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 15 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 6 11 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2803, nome = ""DEPUTADO JOÃO ROSA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9037/1985,LEI 9037 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1632,1985,DEPUTADO ARMANDO COSTA                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DA SOCIEDADE
SÃO VICENTE DE PAULO, COM SEDE NA CIDADE DE JOÃO PINHEIRO, MG.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JOÃO PINHEIRO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-13,000141918,PL. 1632 1985 - PROJETO DE LEI,2794,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9034 1985 - LEI ORDINÁRIA,20120126,1612,rosanacf,1985-08-09,"list(passo = 1, data = ""1985-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SAMIR CECÍLIO\nPUBLICAÇÃO: 6 9 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 15 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA BORGES\nPUBLICAÇÃO: 31 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2794, nome = ""DEPUTADO ARMANDO COSTA"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9034/1985,LEI 9034 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1630,1985,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O SANTA CRUZ FUTEBOL CLUBE, COM
SEDE EM FREI INOCÊNCIO.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, FREI INOCÊNCIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-08-10,000141921,PL. 1630 1985 - PROJETO DE LEI,1688,NA,UTILIDADE PÚBLICA,NA,20120126,1612,rosanacf,1985-08-08,"list(passo = 1, data = ""1985-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1629,1985,DEPUTADO NEIF JABUR                        PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRÊMIO RECREATIVO UNIDOS DE
SÃO FRANCISCO, COM SEDE NA CIDADE DE PASSOS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PASSOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-10,000141922,PL. 1629 1985 - PROJETO DE LEI,1694,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 9125 1986 - LEI ORDINÁRIA,20120127,0924,rosanacf,1985-08-08,"list(passo = 1, data = ""1985-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 3 1986\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 3 1986\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 26 11 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JACIEL PEREIRA\nPUBLICAÇÃO: 13 3 1986\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ GERALDO DE OLIVEIRA\nPUBLICAÇÃO: 22 3 1986\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 4 1986"")",list(),list(),NULL,N,NA,NA,"list(id = 1694, nome = ""DEPUTADO NEIF JABUR"", partido = ""PMDB"")",NA,NA,/legislacao/mineira/LEI/9125/1986,LEI 9125 1986 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1628,1985,DEPUTADO MILTON SALLES                     PFL,DÁ DENOMINAÇÃO DE TUANY TOLEDO AO DISTRITO INDUSTRIAL DE POUSO ALEGRE.,NA,"DENOMINAÇÃO, ÁREA INDUSTRIAL, MUNICÍPIO, POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-10,000141923,PL. 1628 1985 - PROJETO DE LEI,2031,NA,PRÓPRIO PÚBLICO,LEI 9023 1985 - LEI ORDINÁRIA,20120424,1115,rosanacf,1985-08-08,"list(passo = 1, data = ""1985-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 1 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 15 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO PEREIRA SOBRINHO\nPUBLICAÇÃO: 30 10 1985\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 11 1985"")",list(),list(),NULL,N,NA,NA,"list(id = 2031, nome = ""DEPUTADO MILTON SALLES"", partido = ""PFL"")",NA,NA,/legislacao/mineira/LEI/9023/1985,LEI 9023 1985 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1627,1985,DEPUTADO FELIPE NERI                       PMDB,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEIS SITUADOS NO MUNICÍPIO DE
GUARANI. (REVERSÃO AO MUNICÍPIO).",NA,"AUTORIZAÇÃO, EXECUTIVO, REVERSÃO, IMÓVEL, MUNICÍPIO, GUARANI.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-08-10,000141924,PL. 1627 1985 - PROJETO DE LEI,2795,NA,IMÓVEL,NA,20120530,1527,rosanacf,1985-08-08,"list(passo = 1, data = ""1985-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 8 1985\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2795, nome = ""DEPUTADO FELIPE NERI"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1626,1985,DEPUTADO WAINER ÁVILA                      PMDB,"DÁ NOVA DENOMINAÇÃO À VILA DE CABURU, NO MUNICÍPIO DE SÃO JOÃO DEL-REI.
(DENOMINAÇÃO DE SÃO GONÇALO DO AMARANTE).",NA,"ALTERAÇÃO, DENOMINAÇÃO, DISTRITO, CABURU, TRANSFORMAÇÃO, SÃO GONÇALO DO
AMARANTE, MUNICÍPIO, SÃO JOÃO DEL-REI.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1985-08-10,000141925,PL. 1626 1985 - PROJETO DE LEI,2817,NA,DIVISÃO ADMINISTRATIVA,NA,20120424,1117,rosanacf,1985-08-08,"list(passo = 1, data = ""1985-08-08"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,ARQUIVO,19870131,"list(id = 2817, nome = ""DEPUTADO WAINER ÁVILA"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1625,1985,DEPUTADO HUGO CAMPOS                       PDS,"DÁ DENOMINAÇÃO À ESCOLA ESTADUAL DO POVOADO DE AREIAS, MUNICÍPIO
DE NOVA SERRANA. (ESCOLA ESTADUAL BENJAMIM MARTINS DO ESPÍRITO SANTO).",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, NOVA SERRANA.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1985-08-09,000141926,PL. 1625 1985 - PROJETO DE LEI,2798,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120424,1118,rosanacf,1985-08-07,"list(passo = 1, data = ""1985-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1985\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 10 1985\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 10 1985\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 10 1985\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CLODESMIDT RIANI\nPUBLICAÇÃO: 1 10 1985\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ARMANDO COSTA\nPUBLICAÇÃO: 15 10 1985\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERALDO PEREIRA SOBRINHO\nPUBLICAÇÃO: 30 10 1985\nVETADO TOTALMENTE\nRAZÕES DO VETO PUBLICADAS EM 21 11 1985\nVETO MANTIDO"")",list(),list(),NULL,N,NA,NA,"list(id = 2798, nome = ""DEPUTADO HUGO CAMPOS"", partido = ""PDS"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
