dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,tema,regime,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1700,1970,TRIBUNAL DE CONTAS,"DISPÕE SOBRE A ORGANIZAÇÃO E O QUADRO DE PESSOAL DOS SERVIÇOS
AUXILIARES DO TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-05,000149585,PL. 1700 1970 - PROJETO DE LEI,,NA,ARQUIVO,19710131,20090424,1120,m17663,1970-11-03,"list(passo = 1, data = ""1970-11-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 11 1970\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RAUL BERNARDO\nPUBLICAÇÃO: 27 11 1970\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. MÁRIO ASSAD.\nTRANSFORMADO NO PROJETO DE LEI 34 1971."")","list(expressao = ""(PL adj '34' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 34 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2734%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 34, ano = 1971)",list(),NULL,N,NULL,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1699,1970,DEPUTADO EUCLIDES CINTRA                   ARENA,"AUTORIZA DOAÇÃO DE TERRENO DE PROPRIEDADE DO ESTADO AO INSTITUTO
EDUCACIONAL ""CÂNDIDA DE SOUZA"", MANTENEDOR DA ESCOLA DE ENGENHARIA
""GOVERNADOR MAGALHÃES PINTO"" E DÁ OUTRAS PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-11-04,000149586,PL. 1699 1970 - PROJETO DE LEI,295,NA,ARQUIVO,19710131,20090424,1116,m17663,1970-10-30,"list(passo = 1, data = ""1970-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 11 1970\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. EUCLIDES CINTRA, EM 9 3 1971\nTRANSFORMADO NO PROJETO DE LEI 26/1971."")","list(expressao = ""(PL adj '26' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 26 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2726%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 26, ano = 1971)",list(),NULL,N,"list(id = 295, nome = ""DEPUTADO EUCLIDES CINTRA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1698,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER IMÓVEL, QUE MENCIONA, AO
PATRIMÔNIO DO MUNICÍPIO DE SALINAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-04,000149587,PL. 1698 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-10-30,"list(passo = 1, data = ""1970-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 20 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nPERDEU PRAZO DE APRECIAÇÃO.\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 25 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1970."")",list(),list(),"list(descricao = ""MSG 654 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5611 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5611/1970,LEI 5611 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1697,1970,DEPUTADO IBRAHIM ABI-ACKEL                 ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO LIBANESA DE MINAS GERAIS,
COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-11-04,000149588,PL. 1697 1970 - PROJETO DE LEI,762,UTILIDADE PÚBLICA,NA,NA,20120229,1040,rosanacf,1970-10-30,"list(passo = 1, data = ""1970-10-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 12 1970."")",list(),list(),NULL,N,"list(id = 762, nome = ""DEPUTADO IBRAHIM ABI-ACKEL"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5628 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5628/1970,LEI 5628 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1696,1970,GOVERNADOR DO ESTADO,"DISPÕE SOBRE O REAJUSTAMENTO DE VENCIMENTOS NO SERVIÇO PÚBLICO
ESTADUAL E DÁ OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-31,000149589,PL. 1696 1970 - PROJETO DE LEI,,"EXECUTIVO
PESSOAL",NA,NA,20131022,1407,rosanacf,1970-10-29,"list(passo = 1, data = ""1970-10-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 20 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO, FINANÇAS E EXECUTIVA (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NUNES COELHO\nPUBLICAÇÃO: 19 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO RENAULT\nPUBLICAÇÃO: 26 11 1970\nVETADO PARCIALMENTE.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 12 1970\nVETO PARCIAL MANTIDO."")",list(),list(),"list(descricao = ""MSG 653 1970"")",N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,LEI 5652 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5652/1970,LEI 5652 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1694,1970,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL ARANTINENSE,
COM SEDE EM ARANTINA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARANTINA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-28,000149591,PL. 1694 1970 - PROJETO DE LEI,322,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1029,rosanacf,1970-10-26,"list(passo = 1, data = ""1970-10-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. LOURIVAL BRASIL, EM 20 4 1971\nTRANSFORMADO NO PROJETO DE LEI 107/1971."")","list(expressao = ""(PL adj '107' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 107 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27107%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 107, ano = 1971)",list(),NULL,N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1693,1970,DEPUTADO LOURIVAL BRASIL                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE DE SÃO VICENTE DE PAULO,
DE ARANTINA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARANTINA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-28,000149592,PL. 1693 1970 - PROJETO DE LEI,322,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1029,rosanacf,1970-10-26,"list(passo = 1, data = ""1970-10-26"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. LOURIVAL BRASIL, EM 20 4 1971\nTRANSFORMADO NO PROJETO DE LEI 108/1971."")","list(expressao = ""(PL adj '108' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 108 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27108%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 108, ano = 1971)",list(),NULL,N,"list(id = 322, nome = ""DEPUTADO LOURIVAL BRASIL"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1692,1970,GOVERNADOR DO ESTADO,"ABRE À SECRETARIA DE ESTADO DA FAZENDA O CRÉDITO ESPECIAL DE
CR$ 500.000,00, PARA O FIM QUE MENCIONA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-28,000149593,PL. 1692 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-10-26,"list(passo = 1, data = ""1970-10-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 20 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nPUBLICAÇÃO: PERDERAM PRAZO\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 25 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 12 1970."")",list(),list(),"list(descricao = ""MSG 650 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5622 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5622/1970,LEI 5622 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1691,1970,DEPUTADO MANOEL COSTA                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO ESTADUAL DE ASSISTÊNCIA
MÉDICA DE URGÊNCIA (FEAMUR), COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-24,000149594,PL. 1691 1970 - PROJETO DE LEI,326,UTILIDADE PÚBLICA,NA,NA,20120229,1027,rosanacf,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 12 1970."")",list(),list(),NULL,N,"list(id = 326, nome = ""DEPUTADO MANOEL COSTA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5649 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5649/1970,LEI 5649 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1690,1970,DEPUTADO ATHOS VIEIRA DE ANDRADE           ARENA,"RECONHECE DE UTILIDADE PÚBLICA AS OBRAS SOCIAIS DA PARÓQUIA DE VERMELHO
NOVO, DO DISTRITO DE VERMELHO NOVO, MUNICÍPIO DE RAUL SOARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RAUL SOARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-24,000149595,PL. 1690 1970 - PROJETO DE LEI,280,UTILIDADE PÚBLICA,NA,NA,20120229,1027,rosanacf,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 8 12 1970."")",list(),list(),NULL,N,"list(id = 280, nome = ""DEPUTADO ATHOS VIEIRA DE ANDRADE"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5638 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5638/1970,LEI 5638 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1689,1970,DEPUTADO LEÃO BORGES                       ARENA,"DECLARA A UTILIDADE PÚBLICA DA ASSOCIAÇÃO BRASILEIRA DOS CRIADORES DE
ZEBU, COM SEDE NA CIDADE DE UBERABA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERABA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-24,000149596,PL. 1689 1970 - PROJETO DE LEI,713,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,1026,rosanacf,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 713, nome = ""DEPUTADO LEÃO BORGES"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1688,1970,DEPUTADO GERARDO RENAULT                   ARENA,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS AO
SR. ANTONIO CADAR.","CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO HONORÁRIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-24,000149597,PL. 1688 1970 - PROJETO DE LEI,1176,HOMENAGEM,ARQUIVO,19710131,20150428,1110,m17461,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. GERARDO RENAULT EM\n23 4 1971, RECEBEU O NÚMERO PL 109 1971."")","list(expressao = ""(PL adj '109' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 109 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27109%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 109, ano = 1971)",list(),NULL,N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",CULTURA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1687,1970,GOVERNADOR DO ESTADO,"ALTERA A LEGISLAÇÃO TRIBUTÁRIA DO ESTADO E DÁ OUTRAS
PROVIDÊNCIAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-24,000149598,PL. 1687 1970 - PROJETO DE LEI,,NA,ARQUIVO,19710131,20090424,1045,m17663,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nTRANSFORMADO NO PROJETO 76 1971."")",list(),list(),"list(descricao = ""MSG 649 1970"")",N,NULL,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1686,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL AO CLUBE DOS
OFICIAIS DA POLÍCIA MILITAR.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-24,000149599,PL. 1686 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-10-22,"list(passo = 1, data = ""1970-10-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 20 11 1970\nCOMISSÕES:\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: NÃO CONSTA\nPUBLICAÇÃO: PERDEU PRAZO\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 648 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5643 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5643/1970,LEI 5643 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1685,1970,DEPUTADO MANOEL COSTA                      ARENA,"DISPÕE SOBRE CONTAGEM DE TEMPO DE FUNCIONÁRIOS DO QUADRO DO
MAGISTÉRIO PRIMÁRIO.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-23,000149600,PL. 1685 1970 - PROJETO DE LEI,326,NA,ARQUIVO,19710131,20090424,1043,m17663,1970-10-21,"list(passo = 1, data = ""1970-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. MANOEL COSTA,\nEM 11 DE MARÇO DE 1971.\nTRANSFORMADO NO PROJETO DE LEI 19 1971."")","list(expressao = ""(PL adj '19' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 19 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2719%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 19, ano = 1971)",list(),NULL,N,"list(id = 326, nome = ""DEPUTADO MANOEL COSTA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1684,1970,DEPUTADO JAIRO MAGALHÃES                   ARENA,"DÁ A DENOMINAÇÃO DE ANTÔNIO JOB DA CRUZ ÀS ESCOLAS COMBINADAS DO
POVOADO DE PACA, NO MUNICÍPIO DE GOVERNADOR VALADARES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, GOVERNADOR VALADARES.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-10-23,000149601,PL. 1684 1970 - PROJETO DE LEI,737,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120411,1606,rosanacf,1970-10-21,"list(passo = 1, data = ""1970-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nARQUIVADO, FINAL DE LEGISLATURA.\nTRANSFORMADO NO PROJETO DE LEI 53/1971."")","list(expressao = ""(PL adj '53' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 53 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2753%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 53, ano = 1971)",list(),NULL,N,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1683,1970,GOVERNADOR DO ESTADO,"ORÇA A RECEITA E ESTIMA A DESPESA DO ESTADO DE MINAS GERAIS PARA O
EXERCÍCIO DE 1971. (LOA 1971)",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-23,000149602,PL. 1683 1970 - PROJETO DE LEI,,"ADMINISTRAÇÃO ESTADUAL
ORÇAMENTO",NA,NA,20131022,1407,rosanacf,1970-10-21,"list(passo = 1, data = ""1970-10-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 11 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 24 11 1970\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 15 12 1970."")",list(),list(),"list(descricao = ""MSG 647 1970"")",N,NULL,"ADMINISTRAÇÃO PÚBLICA
FINANÇAS PÚBLICAS",DELIBERAÇÃO DE PLENÁRIO,LEI 5640 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5640/1970,LEI 5640 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1682,1970,DEPUTADO NAVARRO VIEIRA                    ARENA,"DECLARA DE UTILIDADE PÚBLICA A TENDA ESPÍRITA NOSSA SENHORA DA GLÓRIA,
COM SEDE NA CIDADE DE POÇOS DE CALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POÇOS DE CALDAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-21,000149603,PL. 1682 1970 - PROJETO DE LEI,342,UTILIDADE PÚBLICA,NA,NA,20120229,1022,rosanacf,1970-10-19,"list(passo = 1, data = ""1970-10-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 30 12 1970."")",list(),list(),NULL,N,"list(id = 342, nome = ""DEPUTADO NAVARRO VIEIRA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5654 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5654/1970,LEI 5654 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1681,1970,DEPUTADO NAVARRO VIEIRA                    ARENA,"DECLARA DE UTILIDADE PÚBLICA O COLÉGIO NORMAL ""SÃO JOSÉ"", DE BELO
HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-21,000149604,PL. 1681 1970 - PROJETO DE LEI,342,UTILIDADE PÚBLICA,NA,NA,20120229,1020,rosanacf,1970-10-19,"list(passo = 1, data = ""1970-10-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 5 12 1970."")",list(),list(),NULL,N,"list(id = 342, nome = ""DEPUTADO NAVARRO VIEIRA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5627 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5627/1970,LEI 5627 1970 - LEI ORDINÁRIA,NA,NA
