dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,tema,regime,norma,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,observacao,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1649,1970,DEPUTADO MANOEL COSTA                      ARENA,"DÁ A DENOMINAÇÃO DE ""DESEMBARGADOR CARLOS FERREIRA TINOCO"" AO FÓRUM DA
COMARCA DE GUARANÉSIA.","DENOMINAÇÃO, FÓRUM, COMARCA DE GUARANÉSIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-09-30,000149637,PL. 1649 1970 - PROJETO DE LEI,326,PRÓPRIO PÚBLICO,ARQUIVO,19710131,20120411,1605,rosanacf,1970-09-29,"list(passo = 1, data = ""1970-09-29"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA.\nDESARQUIVADO A REQUERIMENTO DO DEP. MANOEL COSTA, EM\n4 DE ABRIL DE 1971.\nTRANSFORMADO NO PROJETO DE LEI 17/1971."")","list(expressao = ""(PL adj '17' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 17 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2717%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 17, ano = 1971)",list(),NULL,N,"list(id = 326, nome = ""DEPUTADO MANOEL COSTA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1648,1970,DEPUTADO JOÃO CARVALHO                     ARENA,"DÁ A DENOMINAÇÃO DE AFONSO DE VASCONCELOS MONTEIRO, ÀS ESCOLAS
COMBINADAS DE CHOPOTÓ, DO MUNICÍPIO DE PONTE NOVA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PONTE NOVA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-09-30,000149638,PL. 1648 1970 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120411,1604,rosanacf,1970-09-29,"list(passo = 1, data = ""1970-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1970\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 374, nome = ""DEPUTADO JOÃO CARVALHO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1647,1970,GOVERNADOR DO ESTADO,"CRIA UM GINÁSIO ESTADUAL, COM O CURSO GINASIAL NORMAL, EM SÃO
JOÃO DA SERRA NEGRA, MUNICÍPIO DE PATROCÍNIO E DÁ OUTRAS
PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-10-01,000149634,PL. 1647 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-09-29,"list(passo = 1, data = ""1970-09-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1970\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 9 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 24 10 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 11 1970."")",list(),list(),"list(descricao = ""MSG 636 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5600 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5600/1970,LEI 5600 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1646,1970,DEPUTADO AMILCAR PADOVANI                  MDB,"TRANSFORMA EM GRUPO ESCOLAR, AS ESCOLAS REUNIDAS ""DEPUTADO OLAVO
COSTA"", COM SEDE NA CIDADE DE JUIZ DE FORA.","ALTERAÇÃO, DENOMINAÇÃO, TRANSFORMAÇÃO, ESTABELECIMENTO DE ENSINO, GRUPO
ESCOLAR, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-09-26,000149639,PL. 1646 1970 - PROJETO DE LEI,1189,NA,ARQUIVO,19710131,20090417,1346,m17663,1970-09-24,"list(passo = 1, data = ""1970-09-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 10 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: NÃO CONSTA\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1645,1970,DEPUTADO JOÃO CARVALHO                     ARENA,"DÁ A DENOMINAÇÃO DE ""BRANDINA MARTINS DE CASTRO"" À ESCOLA SINGULAR
DE CANTAGALO, MUNICÍPIO DE TEIXEIRAS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TEIXEIRAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-09-24,000149640,PL. 1645 1970 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",ARQUIVO,19710131,20120411,1603,rosanacf,1970-09-22,"list(passo = 1, data = ""1970-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 10 1970\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,"list(id = 374, nome = ""DEPUTADO JOÃO CARVALHO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1644,1970,DEPUTADO MAURÍLIO CAMBRAIA                 ARENA,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR VICENTINO DE
NOSSA SENHORA DA BOA VIAGEM, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-24,000149641,PL. 1644 1970 - PROJETO DE LEI,784,UTILIDADE PÚBLICA,NA,NA,20120229,0922,rosanacf,1970-09-22,"list(passo = 1, data = ""1970-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALVIMAR MOURÃO\nPUBLICAÇÃO: 7 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 11 1970."")",list(),list(),NULL,N,"list(id = 784, nome = ""DEPUTADO MAURÍLIO CAMBRAIA"", partido = ""ARENA"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5614 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5614/1970,LEI 5614 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1643,1970,GOVERNADOR DO ESTADO,"AUTORIZA A CRIAÇÃO DE CURSOS COLEGIAIS NORMAIS NOS GINÁSIOS ESTADUAIS
DE CORONEL MURTA E PADRE PARAÍSO, OS QUAIS PASSARÃO A DENOMINAR-SE
""COLÉGIO ESTADUAL DE CORONEL MURTA"" E ""COLÉGIO ESTADUAL PROFESSOR JOSÉ
MONTEIRO FONSECA"", DE PADRE PARAÍSO.","AUTORIZAÇÃO, CRIAÇÃO, CURSO COLEGIAL, ALTERAÇÃO, DENOMINAÇÃO,
ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CORONEL MURTA, PADRE PARAÍSO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-24,000149642,PL. 1643 1970 - PROJETO DE LEI,,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120411,1602,rosanacf,1970-09-22,"list(passo = 1, data = ""1970-09-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 9 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERALDO SANTANNA\nPUBLICAÇÃO: 29 9 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 16 10 1970."")",list(),list(),"list(descricao = ""MSG 634 1970"")",N,NULL,NA,NA,LEI 5562 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5562/1970,LEI 5562 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1641,1970,DEPUTADO JOÃO NAVARRO                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO CULTURAL BRASIL-ESTADOS
UNIDOS, COM SEDE NA CIDADE DE JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1970-09-19,000149644,PL. 1641 1970 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,ARQUIVO,19710131,20120229,0921,rosanacf,1970-09-17,"list(passo = 1, data = ""1970-09-17"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")","list(expressao = ""(PL adj '60' adj 1971[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 60 1971"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2760%27+adj+1971%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 60, ano = 1971)",list(),NULL,N,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1640,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ACEITAR CESSÃO DE TERRENO DE
PROPRIEDADE DA UNIÃO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-19,000149645,PL. 1640 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-09-17,"list(passo = 1, data = ""1970-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 9 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 10 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 9 10 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 9 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 16 10 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1970."")",list(),list(),"list(descricao = ""MSG 632 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5590 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5590/1970,LEI 5590 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1639,1970,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR O CRÉDITO ESPECIAL DE
CR$ 365.390,51 À SECRETARIA DE ESTADO DA VIAÇÃO E OBRAS PÚBLICAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-19,000149646,PL. 1639 1970 - PROJETO DE LEI,NA,NA,NA,NA,19980101,NA,Carga,1970-09-17,"list(passo = 1, data = ""1970-09-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 9 10 1970\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 9 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO RENAULT\nPUBLICAÇÃO: 21 10 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1970."")",list(),list(),"list(descricao = ""MSG 630 1970"")",N,NULL,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5589 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5589/1970,LEI 5589 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1638,1970,DEPUTADO TARGINO RAIMUNDO                  MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À
INFÂNCIA DESVALIDA DE CURVELO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CURVELO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149647,PL. 1638 1970 - PROJETO DE LEI,1190,UTILIDADE PÚBLICA,NA,NA,20120229,0919,rosanacf,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 11 1970\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALVIMAR MOURÃO\nPUBLICAÇÃO: 7 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 28 11 1970."")",list(),list(),NULL,N,"list(id = 1190, nome = ""DEPUTADO TARGINO RAIMUNDO"", partido = ""MDB"")",NA,DELIBERAÇÃO DE PLENÁRIO,LEI 5617 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5617/1970,LEI 5617 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1637,1970,DEPUTADO HERÁCLITO ORTIGA                  ARENA,"TRANSFORMA EM GRUPO ESCOLAR A ESCOLA PRIMÁRIA DE VENDA NOVA, MUNICÍPIO
DE BELO HORIZONTE, DESMEMBRADA DO GRUPO ESCOLAR BELO HORIZONTE,
DESMEMBRADA DO GRUPO ESCOLAR ""AFONSO PENA MASCARENHAS"", E LHE DÁ A
DENOMINAÇÃO DE ""DJANIRA RODRIGUES DE OLIVEIRA"".","ALTERAÇÃO, DENOMINAÇÃO, TRANSFORMAÇÃO, ESTABELECIMENTO DE ENSINO, GRUPO
ESCOLAR, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149648,PL. 1637 1970 - PROJETO DE LEI,1174,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120411,1559,rosanacf,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 9 10 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 6 10 1970\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 15 12 1970."")",list(),list(),NULL,N,"list(id = 1174, nome = ""DEPUTADO HERÁCLITO ORTIGA"", partido = ""ARENA"")",NA,NA,LEI 5648 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5648/1970,LEI 5648 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1636,1970,DEPUTADO JOÃO CARVALHO                     ARENA,"DÁ A DENOMINAÇÃO DE ""VERA CRUZ"" AO GINÁSIO ESTADUAL DE TEIXEIRAS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TEIXEIRAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149649,PL. 1636 1970 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120411,1556,rosanacf,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 10 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 6 10 1970\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 15 12 1970."")",list(),list(),NULL,N,"list(passo = 1, data = ""1970-09-17"", local = ""PLENÁRIO"", historico",NA,NA,LEI 5646 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5646/1970,LEI 5646 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1635,1970,DEPUTADO JOÃO CARVALHO                     ARENA,"DÁ A DENOMINAÇÃO DE ""MARIA LEONOR BOTELHO"" ÀS ESCOLAS COMBINADAS DE BOM
SUCESSO, LOCALIZADAS NO MUNICÍPIO DE TEIXEIRAS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TEIXEIRAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149650,PL. 1635 1970 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120411,1555,rosanacf,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 10 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 11 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 6 10 1970\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 26 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 8 12 1970."")",list(),list(),NULL,N,"list(id = 374, nome = ""DEPUTADO JOÃO CARVALHO"", partido = ""ARENA"")",NA,NA,LEI 5634 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5634/1970,LEI 5634 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1634,1970,DEPUTADO JOÃO CARVALHO                     ARENA,"DÁ A DENOMINAÇÃO DE ORLANDO CESARI CORREA À ESCOLA SINGULAR DE BOAS
VISTAS, COM SEDE NO MUNICÍPIO DE TEIXEIRAS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TEIXEIRAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149651,PL. 1634 1970 - PROJETO DE LEI,374,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120411,1554,rosanacf,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 29 9 1970\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 10 1970\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 30 10 1970\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1970\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 6 10 1970\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 24 10 1970\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 11 1970\nSANCIONADO\nPUBLICAÇÃO DA LEI EM: 15 12 1970."")",list(),list(),NULL,N,"list(id = 374, nome = ""DEPUTADO JOÃO CARVALHO"", partido = ""ARENA"")",NA,NA,LEI 5647 1970 - LEI ORDINÁRIA,NA,/legislacao/mineira/LEI/5647/1970,LEI 5647 1970 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1633,1970,GOVERNADOR DO ESTADO,"MODIFICA DISPOSIÇÕES, QUE MENCIONA, DA LEI 5511, DE 2 DE
SETEMBRO DE 1970, QUE DISPÕE SOBRE A ORGANIZAÇÃO DO TRIBUNAL
DE CONTAS.
(MODIFICA DISPOSITIVOS SOBRE COMPOSIÇÃO, ORGANIZAÇÃO
ADMINISTRATIVA, E COMPETÊNCIA DO TRIBUNAL DE CONTAS).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1970-09-18,000149652,PL. 1633 1970 - PROJETO DE LEI,,"ORGANIZAÇÃO ADMINISTRATIVA
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",NA,NA,20170926,1126,m20993,1970-09-16,"list(passo = 1, data = ""1970-09-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nTRAMITAÇÃO SINGULAR\nAPROVAÇÃO: 16 10 1970, COM EMENDAS.\nREDAÇÃO FINAL\nAPROVAÇÃO: NÃO CONSTA\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOSÉ RAIMUNDO\nPUBLICAÇÃO: 7 10 1970\nOFICIADO AO SR. GOVERNADOR, NOS TERMOS DO ART. 13 DA RESOLUÇÃO\n754 E DO ART. 42 DA CONSTITUIÇÃO ESTADUAL, EM 16 10 1970.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 10 1970."")",list(),list(),"list(descricao = ""MSG 629 1970"")",N,NULL,ADMINISTRAÇÃO PÚBLICA,DELIBERAÇÃO DE PLENÁRIO,LEI 5588 1970 - LEI ORDINÁRIA,LEI 5511 1970 - LEI ORDINÁRIA,/legislacao/mineira/LEI/5588/1970,LEI 5588 1970 - LEI ORDINÁRIA,NA,NA
