dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,local,arquivamento,legislacaoCitada,autoresEstruturados,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,3554,1966,DEPUTADO JOÃO NAVARRO                      PTB,"CONSIDERA DE UTILIDADE PÚBLICA O LIONS CLUBE DE GUAXUPÉ, COM SEDE
NA CIDADE DE GUAXUPÉ.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GUAXUPÉ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-03-05,000151569,PL. 3554 1966 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,LEI 4154 1966 - LEI ORDINÁRIA,20120302,1515,rosanacf,1966-03-03,"list(passo = 1, data = ""1966-03-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 3 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 4 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 19 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 14 4 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 26 4 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 5 1966"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""PTB"")",/legislacao/mineira/LEI/4154/1966,LEI 4154 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3553,1966,DEPUTADO LEÃO BORGES                       PSD,"DENOMINA DE PRESIDENTE JOÃO PINHEIRO O VIGÉSIMO TERCEIRO GRUPO
ESCOLAR DA CIDADE DE UBERABA.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, UBERABA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-03-04,000151570,PL. 3553 1966 - PROJETO DE LEI,713,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 4153 1966 - LEI ORDINÁRIA,20120403,1016,rosanacf,1966-03-02,"list(passo = 1, data = ""1966-03-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 3 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 4 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS ELOY\nPUBLICAÇÃO: 19 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS ELOY\nPUBLICAÇÃO: 14 4 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 27 4 1966\nSANCIONADO\nPUBLICAÇÃO: 7 5 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 713, nome = ""DEPUTADO LEÃO BORGES"", partido = ""PSD"")",/legislacao/mineira/LEI/4153/1966,LEI 4153 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3552,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,"CRIA O CONSELHO DE COORDENAÇÃO DO CRÉDITO RURAL E DÁ OUTRAS
PROVIDÊNCIAS.","ADMINISTRAÇÃO PÚBLICA
AGROPECUÁRIA","CRIAÇÃO, CONSELHO DE COORDENAÇÃO DO CRÉDITO RURAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-03-02,000151571,PL. 3552 1966 - PROJETO DE LEI,,"AGROPECUÁRIA
CONSELHO ESTADUAL",LEI 4127 1966 - LEI ORDINÁRIA,20131024,1727,rosanacf,1966-03-01,"list(passo = 1, data = ""1966-03-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 3 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 3 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 22 3 1966\nAGRICULTURA\nRELATOR: DEP. OTELINO SOL\nPUBLICAÇÃO: 22 3 1966\nFINANÇAS\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 22 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 30 3 1966 E 31 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 4 1966"")",list(),list(),"list(descricao = ""MSG 1051 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4127/1966,LEI 4127 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3551,1966,DEPUTADA MARTA NAIR MONTEIRO               PDC,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE EDUCADORA CURA D'ARS LTDA.,
COM SEDE EM BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-18,000151572,PL. 3551 1966 - PROJETO DE LEI,733,UTILIDADE PÚBLICA,LEI 4159 1966 - LEI ORDINÁRIA,20120302,1514,rosanacf,1966-02-17,"list(passo = 1, data = ""1966-02-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 3 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 24 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 4 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS ELOY\nPUBLICAÇÃO: 19 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS ELOY\nPUBLICAÇÃO: 14 4 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 27 4 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 5 1966"")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,NA,NA,NA,"list(id = 733, nome = ""DEPUTADA MARTA NAIR MONTEIRO"", partido = ""PDC"")",/legislacao/mineira/LEI/4159/1966,LEI 4159 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3550,1966,DEPUTADO JOSÉ DE CASTRO                    PDC,"DÁ A DENOMINAÇÃO DE CORONEL ANICETO DE BARROS À UNIDADE SANITÁRIA
DE SANTA CRUZ DO ESCALVADO.",NA,"DENOMINAÇÃO, UNIDADE SANITÁRIA, MUNICÍPIO, SANTA CRUZ DO ESCALVADO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-18,000151573,PL. 3550 1966 - PROJETO DE LEI,788,PRÓPRIO PÚBLICO,LEI 4211 1966 - LEI ORDINÁRIA,20120328,1552,rosanacf,1966-02-17,"list(passo = 1, data = ""1966-02-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 3 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 4 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 14 6 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 6 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 26 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JEOVAH SANTOS\nPUBLICAÇÃO: 30 4 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 25 6 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 7 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 788, nome = ""DEPUTADO JOSÉ DE CASTRO"", partido = ""PDC"")",/legislacao/mineira/LEI/4211/1966,LEI 4211 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3549,1966,DEPUTADO RENNY RABELO                      PSP,"ALTERA A LEI 28, DE 22 DE NOVEMBRO DE 1947. (DISPÕE SOBRE O RELATÓRIO DA
ADMINISTRAÇÃO MUNICIPAL, QUE O PREFEITO DEVERA APRESENTAR A CÂMARA
MUNICIPAL ATÉ O DIA 15 DE FEVEREIRO DE CADA ANO).",ADMINISTRAÇÃO PÚBLICA,"ALTERAÇÃO, LEI ESTADUAL, NORMAS, FIXAÇÃO, ALTERAÇÃO, LIMITE GEOGRÁFICO,
CRIAÇÃO, INSTALAÇÃO, FUSÃO, EXTINÇÃO, MUNICÍPIOS.
ALTERAÇÃO, DISPOSITIVOS, DOCUMENTAÇÃO, PRESTAÇÃO DE CONTAS, EXERCÍCIO
FINANCEIRO ANTERIOR, PREFEITO, MUNICÍPIOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-18,000151574,PL. 3549 1966 - PROJETO DE LEI,366,ADMINISTRAÇÃO MUNICIPAL,LEI 4415 1967 - LEI ORDINÁRIA,20131024,1622,rosanacf,1966-02-17,"list(passo = 1, data = ""1966-02-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 3 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 12 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 1 1967\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 1 1967\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EXPEDITO TAVARES\nPUBLICAÇÃO: 17 6 1966\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PIRES DA LUZ\nPUBLICAÇÃO: 17 6 1966\nASSUNTOS MUNICIPAIS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SINVAL BOAVENTURA\nPUBLICAÇÃO: 23 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO GROSSI\nPUBLICAÇÃO: 27 1 1967\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 2 1967"")",list(),list(),NULL,N,NA,NA,NA,LEI 28 1947 - LEI ORDINÁRIA,NULL,/legislacao/mineira/LEI/4415/1967,LEI 4415 1967 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3548,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,CRIA CARGOS DE ASSESSOR DO GOVERNADOR DO ESTADO.,ADMINISTRAÇÃO PÚBLICA,"CRIAÇÃO, CARGO EFETIVO, ASSESSOR DO GOVERNADOR, QUADRO GERAL,
EXECUTIVO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-18,000151575,PL. 3548 1966 - PROJETO DE LEI,,"EXECUTIVO
PESSOAL",LEI 4099 1966 - LEI ORDINÁRIA,20131024,1727,rosanacf,1966-02-17,"list(passo = 1, data = ""1966-02-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 3 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 18 3 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 15 3 1966\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 15 3 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. DELSON SCARANO\nPUBLICAÇÃO: 15 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 18 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 3 1966"")",list(),list(),"list(descricao = ""MSG 1050 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4099/1966,LEI 4099 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3547,1966,DEPUTADA MARIA PENA                        PTB,"AUTORIZA O PODER EXECUTIVO A CELEBRAR CONVÊNIO COM AS PREFEITURAS
MUNICIPAIS, PARA CONSERVAÇÃO DE PRAÇAS DE ESPORTE.",NA,"AUTORIZAÇÃO, EXECUTIVO, CELEBRAÇÃO, CONVÊNIO, PREFEITURA MUNICIPAL,
MUNICÍPIOS, OBJETIVO, CONSERVAÇÃO, PRAÇA DE ESPORTE.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-17,000151576,PL. 3547 1966 - PROJETO DE LEI,748,"CONVÊNIO
ADMINISTRAÇÃO MUNICIPAL",NA,20121025,1023,vitoria,1966-02-16,"list(passo = 1, data = ""1966-02-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 12 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 12 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 12 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RAUL FERNANDES\nPUBLICAÇÃO: 6 10 1966\nASSUNTOS MUNICIPAIS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PIRES DA LUZ\nPUBLICAÇÃO: 6 10 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. GERALDO QUINTÃO\nPUBLICAÇÃO: 6 10 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SEBASTIÃO ANASTÁCIO\nPUBLICAÇÃO: 15 12 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. GERARDO GROSSI\nPUBLICAÇÃO: 23 12 1966\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 4 1 1967\nVETO TOTAL MANTIDO EM 14 9 1967."")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 748, nome = ""DEPUTADA MARIA PENA"", partido = ""PTB"")",NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,3545,1966,DEPUTADO CARLOS ELOY                       UDN,"DÁ A DENOMINAÇÃO DE DEPUTADO CLÁUDIO PINHEIRO À UNIDADE SANITÁRIA DO
MUNICÍPIO DE CAETÉ.",NA,"DENOMINAÇÃO, UNIDADE SANITÁRIA, MUNICÍPIO, CAETÉ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-16,000151578,PL. 3545 1966 - PROJETO DE LEI,708,PRÓPRIO PÚBLICO,LEI 4138 1966 - LEI ORDINÁRIA,20120328,1518,rosanacf,1966-02-15,"list(passo = 1, data = ""1966-02-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 11 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 3 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 5 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 19 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 31 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 4 1966\nRETIFICAÇÃO: 26 4 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4138/1966,LEI 4138 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3544,1966,GOVERNADOR ISRAEL PINHEIRO DA SILVA,"EXTINGUE A SECRETARIA DE ESTADO DO DESENVOLVIMENTO ECONÔMICO, CRIA O
CONSELHO ESTADUAL DE DESENVOLVIMENTO E DÁ OUTRAS PROVIDÊNCIAS.",ADMINISTRAÇÃO PÚBLICA,"EXTINÇÃO, SECRETARIA DE ESTADO DO DESENVOLVIMENTO ECONÔMICO (SEDE).
CRIAÇÃO, CONSELHO ESTADUAL DE DESENVOLVIMENTO.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-16,000151579,PL. 3544 1966 - PROJETO DE LEI,,"EXECUTIVO
SECRETARIA DE ESTADO
CONSELHO ESTADUAL",LEI 4133 1966 - LEI ORDINÁRIA,20131024,1728,rosanacf,1966-02-15,"list(passo = 1, data = ""1966-02-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 23 3 11966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 4 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 15 3 1966 E 17 3 1966\nSERVIÇO PÚBLICO\nSEGUNDA  DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 15 3 1966 E 17 3 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. PAULINO CÍCERO\nPUBLICAÇÃO: 15 3 1966 E 17 3 1966\nFINANÇAS\nTERCEIRA  DISCUSSÃO\nRELATOR: DEP. ARTUR FAGUNDES\nPUBLICAÇÃO: 31 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ MARIA MAGALHÃES\nPUBLICAÇÃO: 15 4 1966\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 21 4 1966\nVETO PARCIAL MANTIDO EM 14 9 1967"")",list(),list(),"list(descricao = ""MSG 1049 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4133/1966,LEI 4133 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3542,1966,DEPUTADO JAIRO MAGALHÃES                   PSD,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS, AOS
ENGENHEIROS ORFILA LIMA DOS SANTOS E GEONISIO CARVALHO BARROSO.",NA,"CONCESSÃO HONORÍFICA, TÍTULO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-11,000151581,PL. 3542 1966 - PROJETO DE LEI,737,HOMENAGEM,LEI 4155 1966 - LEI ORDINÁRIA,20150325,1646,m17461,1966-02-10,"list(passo = 1, data = ""1966-02-10"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 4 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 4 1966\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HOMERO DOS SANTOS\nPUBLICAÇÃO: 12 3 1966\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JEOVAH SANTOS\nPUBLICAÇÃO: 31 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JAIRO MAGALHÃES\nPUBLICAÇÃO: 26 4 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 5 1966"")",list(),list(),NULL,N,NA,NA,NA,NA,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""PSD"")",/legislacao/mineira/LEI/4155/1966,LEI 4155 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3541,1966,GOVERNADOR JOSÉ DE MAGALHÃES PINTO,CONCEDE PENSÃO À DONA JULIETA FERNANDES REZENDE.,NA,"CONCESSÃO, PENSÃO ESPECIAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-05,000151582,PL. 3541 1966 - PROJETO DE LEI,,BENEFÍCIO PESSOAL,LEI 4130 1966 - LEI ORDINÁRIA,20121025,1021,vitoria,1966-02-04,"list(passo = 1, data = ""1966-02-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RAUL FERNANDES\nPUBLICAÇÃO: 15 3 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 15 3 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MARTINS SILVEIRA\nPUBLICAÇÃO: 26 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 4 1966"")",list(),list(),"list(descricao = ""MSG 1047 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4130/1966,LEI 4130 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3540,1966,GOVERNADOR JOSÉ DE MAGALHÃES PINTO,"AUTORIZA O ESTADO A CONTRAIR, COM A UNIÃO, O EMPRÉSTIMO DE
CR&20.000.000.000,00.",FINANÇAS PÚBLICAS,"AUTORIZAÇÃO, EXECUTIVO, CONTRATAÇÃO, EMPRÉSTIMO, UNIÃO FEDERAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1965-12-24,000151631,PL. 3540 1966 - PROJETO DE LEI,,FINANÇAS PÚBLICAS,LEI 4118 1966 - LEI ORDINÁRIA,20150814,1444,malves,1966-12-23,"list(passo = 1, data = ""1966-12-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 1 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 3 1966\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUGO CASTELO BRANCO\nPUBLICAÇÃO: 12 3 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 12 3 1966\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATORA: DEP. MARIA PENA\nPUBLICAÇÃO: 22 3 1966\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS MEGALE\nPUBLICAÇÃO: 29 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 4 1966"")",list(),list(),"list(descricao = ""MSG 1046 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4118/1966,LEI 4118 1966 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,3539,1966,GOVERNADOR JOSÉ DE MAGALHÃES PINTO,ABRE CRÉDITO ESPECIAL AO GABINETE CIVIL DO GOVERNO DO ESTADO.,NA,"ABERTURA, CRÉDITO ESPECIAL, GABINETE CIVIL DO GOVERNADOR.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1966-02-01,000151585,PL. 3539 1966 - PROJETO DE LEI,,"CRÉDITO
EXECUTIVO",LEI 4128 1966 - LEI ORDINÁRIA,20121025,1020,vitoria,1966-01-31,"list(passo = 1, data = ""1966-01-31"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 2 1966\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 3 1966\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nREDAÇÃO FINAL\nAPROVAÇÃO: (NÃO CONSTA)\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HOMERO DOS SANTOS\nPUBLICAÇÃO: 18 3 1966\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. WILSON MODESTO\nPUBLICAÇÃO: 18 3 1966\nSANCIONADO\nPUBLICAÇÃO DA LEI: 5 4 1966"")",list(),list(),"list(descricao = ""MSG 1045 1966"")",N,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/4128/1966,LEI 4128 1966 - LEI ORDINÁRIA,NA,NA
