dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,indexacao,autoresEstruturados,legislacaoCitada,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,500,1976,DEPUTADO JOSÉ BONIFÁCIO FILHO              PDS,"DECLARA DE UTILIDADE PÚBLICA O ALBERGUE SANTO ANTÔNIO, DE SÃO JOÃO
DEL-REI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-07,000147716,PL. 500 1976 - PROJETO DE LEI,1697,NA,UTILIDADE PÚBLICA,LEI 6854 1976 - LEI ORDINÁRIA,20120305,1627,rosanacf,1976-05-05,"list(passo = 1, data = ""1976-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUMBERTO ALMEIDA\nPUBLICAÇÃO: 26 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 6 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 8 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO JOÃO DEL-REI.","list(id = 1697, nome = ""DEPUTADO JOSÉ BONIFÁCIO FILHO"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6854/1976,LEI 6854 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,499,1976,DEPUTADO HAROLDO LOPES DA COSTA            MDB,"DECLARA DE UTILIDADE PÚBLICA O CONSELHO PARTICULAR DE NOSSA SENHORA DO
PILAR, DA SOCIEDADE DE SÃO VICENTE DE PAULO, DE NOVA LIMA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-07,000147717,PL. 499 1976 - PROJETO DE LEI,1473,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6853 1976 - LEI ORDINÁRIA,20120305,1627,rosanacf,1976-05-05,"list(passo = 1, data = ""1976-05-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 26 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 6 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 8 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, NOVA LIMA.","list(id = 1473, nome = ""DEPUTADO HAROLDO LOPES DA COSTA"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6853/1976,LEI 6853 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,494,1976,DEPUTADO JOSÉ HONÓRIO                      PDS,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À
INFÂNCIA DE CARVALHOS - APMI, COM SEDE NA CIDADE DE CARVALHOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-06,000147718,PL. 494 1976 - PROJETO DE LEI,787,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6810 1976 - LEI ORDINÁRIA,20120305,1624,rosanacf,1976-05-04,"list(passo = 1, data = ""1976-05-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 5 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 27 5 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 4 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 7 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARVALHOS.","list(id = 787, nome = ""DEPUTADO JOSÉ HONÓRIO"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6810/1976,LEI 6810 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,493,1976,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE DE DESENVOLVIMENTO DOS BAIRROS
AARÃO REIS, SÃO GABRIEL E ADJACENTES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-05,000147719,PL. 493 1976 - PROJETO DE LEI,351,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6855 1976 - LEI ORDINÁRIA,20120305,1623,rosanacf,1976-05-03,"list(passo = 1, data = ""1976-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 8 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 1 7 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 28 8 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 31 8 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6855/1976,LEI 6855 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,492,1976,DEPUTADO SAID ARGES                        MDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA SÃO COSME SÃO DAMIÃO
DOUM, DE POÇOS DE CALDAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-05,000147720,PL. 492 1976 - PROJETO DE LEI,338,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6845 1976 - LEI ORDINÁRIA,20120305,1622,rosanacf,1976-05-03,"list(passo = 1, data = ""1976-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 11 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 24 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 4 7 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POÇOS DE CALDAS.","list(id = 338, nome = ""DEPUTADO SAID ARGES"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6845/1976,LEI 6845 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,491,1976,DEPUTADO CYRO MACIEL                       PDS,"ALTERA TOPÔNIMO DO MUNICÍPIO DE CASSITERITA PARA CONCEIÇÃO DA
BARRA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1976-05-05,000147721,PL. 491 1976 - PROJETO DE LEI,287,NA,NA,NA,20100208,1122,moreka,1976-05-03,"list(passo = 1, data = ""1976-05-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1976\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 287, nome = ""DEPUTADO CYRO MACIEL"", partido = ""PDS"")",NA,ARQUIVO,19790131,NA,NA
Remissivo,PROJETO DE LEI,PL,490,1976,DEPUTADO FERRAZ CALDAS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A AUGUSTA E RESPEITÁVEL LOJA MAÇÔNICA
GENERAL MOREIRA SAMPAIO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-04,000147722,PL. 490 1976 - PROJETO DE LEI,1690,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6808 1976 - LEI ORDINÁRIA,20120305,1620,rosanacf,1976-04-30,"list(passo = 1, data = ""1976-04-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 5 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 21 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 22 5 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 4 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 7 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 1690, nome = ""DEPUTADO FERRAZ CALDAS"", partido = ""PMDB"")",NA,NA,NA,/legislacao/mineira/LEI/6808/1976,LEI 6808 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,489,1976,DEPUTADO ANTÔNIO DIAS                      ARENA,DÁ DENOMINAÇÃO AO FÓRUM DE JANAÚBA.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-01,000147723,PL. 489 1976 - PROJETO DE LEI,1678,NA,PRÓPRIO PÚBLICO,LEI 6868 1976 - LEI ORDINÁRIA,20120514,1702,rosanacf,1976-04-29,"list(passo = 1, data = ""1976-04-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 12 8 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 24 8 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 8 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 7 8 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 20 8 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 31 8 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 9 1976"")",list(),list(),NULL,N,"DENOMINAÇÃO, FÓRUM, COMARCA DE JANAÚBA.","list(id = 1678, nome = ""DEPUTADO ANTÔNIO DIAS"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/6868/1976,LEI 6868 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,488,1976,DEPUTADO VICENTE GUABIROBA                 ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL PROFESSORA MILCIA DE OLIVEIRA
ABRANTES - PRIMEIRO GRAU À ESCOLA ESTADUAL DE VILA FORMOSA, NA CIDADE
DE ITAMBACURI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-01,000147724,PL. 488 1976 - PROJETO DE LEI,1464,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7173 1977 - LEI ORDINÁRIA,20120514,1703,rosanacf,1976-04-29,"list(passo = 1, data = ""1976-04-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 18 11 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 11 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO GALLO\nPUBLICAÇÃO: 15 11 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO GALLO\nPUBLICAÇÃO: 23 11 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 6 12 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1977"")",list(),list(),NULL,N,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ITAMBACURI.","list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",NA,NA,NA,/legislacao/mineira/LEI/7173/1977,LEI 7173 1977 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,487,1976,DEPUTADO LUIZ BACCARINI                    MDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO NACIONAL DOS VETERANOS DA FEB
- ANVFEB, COM SEDE NA CIDADE DO RIO DE JANEIRO E SEÇÃO REGIONAL EM BELO
HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-01,000147725,PL. 487 1976 - PROJETO DE LEI,972,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6843 1976 - LEI ORDINÁRIA,20120305,1619,rosanacf,1976-04-29,"list(passo = 1, data = ""1976-04-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 6 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 6 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 6 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 12 6 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 24 6 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 4 7 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 23 7 1976"")",list(),list(),NULL,N,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.","list(id = 972, nome = ""DEPUTADO LUIZ BACCARINI"", partido = ""MDB"")",NA,NA,NA,/legislacao/mineira/LEI/6843/1976,LEI 6843 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,486,1976,DEPUTADO ARTUR FAGUNDES                    PDS,CONTÉM A DIVISÃO ADMINISTRATIVA MUNICIPAL DO ESTADO.,MUNICÍPIOS E DESENVOLVIMENTO REGIONAL,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-05-01,000147726,PL. 486 1976 - PROJETO DE LEI,739,DELIBERAÇÃO DE PLENÁRIO,DIVISÃO ADMINISTRATIVA,LEI 6769 1976 - LEI ORDINÁRIA,20131017,1717,rosanacf,1976-04-29,"list(passo = 1, data = ""1976-04-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 10 5 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 5 1976\nCOMISSÕES:\nJUSTIÇA E ASSUNTOS MUNICIPAIS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CHRISTOVAM CHIARADIA\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 12 5 1976, 13 5 1976 E 26 6 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 5 1976"")",list(),"list(expressao = ""(PL adj '90' adj 1975[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 90 1975"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2790%27+adj+1975%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 90, ano = 1975)",NULL,N,NA,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6769/1976,LEI 6769 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,485,1976,GOVERNADOR DO ESTADO,"DISPÕE SOBRE PROVIMENTO DE CARGOS DO QUADRO PERMANENTE E DÁ
OUTRAS PROVIDÊNCIAS.
(INATIVOS).",ADMINISTRAÇÃO PÚBLICA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1976-04-29,000147733,PL. 485 1976 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"EXECUTIVO
PESSOAL",LEI 6791 1976 - LEI ORDINÁRIA,20131017,1719,rosanacf,1976-04-28,"list(passo = 1, data = ""1976-04-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 5 1976, COM EMENDAS\nEMENDAS PUBLICADAS NO DL EM 5 E 6 5 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 5 1976\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATORES: DEP. NARCÉLIO MENDES E DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 19 5 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 1 6 1976\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 15 6 1976\nVETO PARCIAL MANTIDO"")",list(),"list(expressao = ""(PL adj '419' adj 1976[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 419 1976"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27419%27+adj+1976%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 419, ano = 1976)","list(descricao = ""MSG 221 1976"")",N,"NORMAS, PROVIMENTO, CARGO EFETIVO, QUADRO PERMANENTE, EXECUTIVO.
NORMAS, EXCLUSÃO, CONCURSO INTERNO, OCUPANTE, CARGO EFETIVO,
AFASTAMENTO, EXERCÍCIO, MANDATO ELETIVO, OBJETIVO, PROVIMENTO, CARGO
EFETIVO, QUADRO PERMANENTE, EXECUTIVO.
CRIAÇÃO, CARGO EFETIVO, NORMAS, DEFINIÇÃO, LOTAÇÃO, QUADRO PERMANENTE,
EXECUTIVO, OCUPANTE, CARGO PÚBLICO, AFASTAMENTO, EXERCÍCIO, MANDATO
ELETIVO.
NORMAS, APURAÇÃO, DESEMPENHO, PRAZO, VALIDADE, CONCURSO INTERNO,
PROVIMENTO, CARGO EFETIVO, QUADRO PERMANENTE, EXECUTIVO.
NORMAS, VALIDADE, REAJUSTAMENTO, PROVENTOS, APOSENTADO, EXECUTIVO.
APLICAÇÃO, NORMAS, PROVIMENTO, CARGO EFETIVO, CANDIDATO, INSCRIÇÃO,
CONCURSO INTERNO, QUADRO PERMANENTE, TRIBUTAÇÃO FISCALIZAÇÃO
ARRECADAÇÃO.",NULL,NA,NA,NA,/legislacao/mineira/LEI/6791/1976,LEI 6791 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,479,1976,DEPUTADO SYLO COSTA                        PDS,"CONCEDE O TÍTULO DE CIDADÃO HONORÁRIO DE MINAS GERAIS AO SR.
LIBERO MASSARI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-04-29,000147734,PL. 479 1976 - PROJETO DE LEI,978,DELIBERAÇÃO DE PLENÁRIO,HOMENAGEM,LEI 6927 1976 - LEI ORDINÁRIA,20150518,1304,m17461,1976-04-27,"list(passo = 1, data = ""1976-04-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 6 10 1976\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 19 10 1976\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 10 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 27 9 1976\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 9 10 1976\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 28 10 1976\nSANCIONADO\nPUBLICAÇÃO DA LEI: 24 11 1976"")",list(),list(),NULL,N,"CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO.","list(id = 978, nome = ""DEPUTADO SYLO COSTA"", partido = ""PDS"")",NA,NA,NA,/legislacao/mineira/LEI/6927/1976,LEI 6927 1976 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,478,1976,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"MODIFICA A DENOMINAÇÃO DA ESCOLA ESTADUAL ÁGUA EMENDADA - PRIMEIRO
GRAU, DO MUNICÍPIO DE ESTRELA DO SUL. (PARA ESCOLA ESTADUAL LOURIVAL
BRASIL).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1976-04-29,000147735,PL. 478 1976 - PROJETO DE LEI,1462,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7159 1977 - LEI ORDINÁRIA,20120514,1705,rosanacf,1976-04-27,"list(passo = 1, data = ""1976-04-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1976\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 10 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 11 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 10 11 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 20 10 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 12 11 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1977"")",list(),list(),NULL,N,"ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ESTRELA DO
SUL.","list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,/legislacao/mineira/LEI/7159/1977,LEI 7159 1977 - LEI ORDINÁRIA
