dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,legislacaoCitada,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,regime,autoresEstruturados,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,observacao
Remissivo,PROJETO DE LEI,PL,1092,1969,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O ESPORTE CLUBE VILA BRANCA, DA CIDADE DE
JUIZ DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-22,000150197,PL. 1092 1969 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,LEI 5214 1969 - LEI ORDINÁRIA,20120223,1442,rosanacf,1969-05-20,"list(passo = 1, data = ""1969-05-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 31 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 11 6 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 7 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/5214/1969,LEI 5214 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1091,1969,DEPUTADO JAIRO MAGALHÃES                   ARENA,"RECONHECE DE UTILIDADE PÚBLICA O COLÉGIO IMACULADA CONCEIÇÃO, COM SEDE
EM MONTES CLAROS.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MONTES CLAROS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-22,000150198,PL. 1091 1969 - PROJETO DE LEI,737,UTILIDADE PÚBLICA,NA,LEI 5203 1969 - LEI ORDINÁRIA,20120223,1440,rosanacf,1969-05-20,"list(passo = 1, data = ""1969-05-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 31 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 11 6 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5203/1969,LEI 5203 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1090,1969,DEPUTADO GERALDO SANTANNA                  ARENA,"DISPÕE SOBRE A CONCESSÃO E PAGAMENTO DE SUBVENÇÕES A
ENTIDADES ESPECIFICADAS EM LEI ANUAL DE INICIATIVA DO
PODER LEGISLATIVO.",FINANÇAS PÚBLICAS,"CONCESSÃO, PAGAMENTO, SUBVENÇÃO, ENTIDADE, ESPECIFICAÇÃO, LEI ESTADUAL.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-21,000150199,PL. 1090 1969 - PROJETO DE LEI,1172,SUBVENÇÃO,NA,LEI 5228 1969 - LEI ORDINÁRIA,20131022,1513,rosanacf,1969-05-19,"list(passo = 1, data = ""1969-05-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 23 5 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 6 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SEBASTIÃO FABIANO\nPUBLICAÇÃO: 13 6 1969\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 13 6 1969\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 20 6 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 28 6 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 7 1969."")",list(),list(),NULL,N,NA,"list(id = 1172, nome = ""DEPUTADO GERALDO SANTANNA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5228/1969,LEI 5228 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1089,1969,DEPUTADA MARIA PENA                        ARENA,"DECLARA DE UTILIDADE PÚBLICA O ""REINO UNIDO DE SANTA PEIXOTO DE
OLIVEIRA DO BRASIL"", DE SÃO BENEDITO, MUNICÍPIO DE SANTA LUZIA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA LUZIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-20,000150200,PL. 1089 1969 - PROJETO DE LEI,748,UTILIDADE PÚBLICA,NA,LEI 5205 1969 - LEI ORDINÁRIA,20120223,1438,rosanacf,1969-05-16,"list(passo = 1, data = ""1969-05-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. DÊNIO MOREIRA\nPUBLICAÇÃO: 30 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 11 6 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 748, nome = ""DEPUTADA MARIA PENA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5205/1969,LEI 5205 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1088,1969,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O ""ABC FOOT-BALL CLUBE"", DA CIDADE DE JUIZ
DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-20,000150201,PL. 1088 1969 - PROJETO DE LEI,1189,UTILIDADE PÚBLICA,NA,LEI 5215 1969 - LEI ORDINÁRIA,20120223,1437,rosanacf,1969-05-16,"list(passo = 1, data = ""1969-05-16"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 3 6 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 30 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 11 6 1969\nSANCIONADO\nPUBLICAÇÃO DA RESOLUÇÃO: 15 7 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/5215/1969,LEI 5215 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1086,1969,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A CARITAS DIOCESANA DE OLIVEIRA, COM SEDE
EM OLIVEIRA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-16,000150203,PL. 1086 1969 - PROJETO DE LEI,1192,UTILIDADE PÚBLICA,NA,LEI 5200 1969 - LEI ORDINÁRIA,20120223,1435,rosanacf,1969-05-14,"list(passo = 1, data = ""1969-05-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 5 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 5 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 22 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 30 5 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 6 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,/legislacao/mineira/LEI/5200/1969,LEI 5200 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1085,1969,GOVERNADOR DO ESTADO,"ALTERA DISPOSIÇÕES DA LEI 3043, DE 20 12 1963, QUE AUTORIZA A INSTITUIÇÃO
DA FUNDAÇÃO UNIVERSIDADE DE MINAS GERAIS. (DISPÕE SOBRE A CRIAÇÃO E
MANUTENÇÃO DE UM COLÉGIO TÉCNICO PELA FUNDAÇÃO CITADA E DA ADMINISTRAÇÃO
DA MESMA POR UM CONSELHO DE CURADORES).","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","ALTERAÇÃO, LEI ESTADUAL, AUTORIZAÇÃO, EXECUTIVO, CRIAÇÃO, FUNDAÇÃO,
ENSINO SUPERIOR, MUNICÍPIO, BELO HORIZONTE.
ALTERAÇÃO, DISPOSITIVOS, CRIAÇÃO, MANUTENÇÃO, ESTABELECIMENTO DE
ENSINO,
CURSO TÉCNICO, ADMINISTRAÇÃO, CONSELHO DE CURADORES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-16,000150204,PL. 1085 1969 - PROJETO DE LEI,,"FUNDAÇÃO PÚBLICA
EDUCAÇÃO
ESTABELECIMENTO DE ENSINO",LEI 3043 1963 - LEI ORDINÁRIA,LEI 5206 1969 - LEI ORDINÁRIA,20131022,1515,rosanacf,1969-05-14,"list(passo = 1, data = ""1969-05-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 5 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 6 1969\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 28 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 11 6 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 26 6 1969."")",list(),list(),"list(descricao = ""MSG 412 1969"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/5206/1969,LEI 5206 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1082,1969,DEPUTADO JOÃO NAVARRO                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A CASA DA AMIZADE DAS SENHORAS
DOS ROTARIANOS DE JUIZ DE FORA, EM JUIZ DE FORA.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-10,000150207,PL. 1082 1969 - PROJETO DE LEI,311,UTILIDADE PÚBLICA,NA,LEI 5201 1969 - LEI ORDINÁRIA,20120223,1432,rosanacf,1969-05-08,"list(passo = 1, data = ""1969-05-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 5 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 5 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 22 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 30 5 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 6 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 311, nome = ""DEPUTADO JOÃO NAVARRO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5201/1969,LEI 5201 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1081,1969,DEPUTADO JOÃO FERRAZ                       ARENA,"DÁ A DENOMINAÇÃO DE GINÁSIO ESTADUAL JOÃO XXIII AO GINÁSIO ESTADUAL DE
OURO FINO.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, OURO FINO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-09,000150208,PL. 1081 1969 - PROJETO DE LEI,1171,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,LEI 5258 1969 - LEI ORDINÁRIA,20120403,1610,rosanacf,1969-05-07,"list(passo = 1, data = ""1969-05-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 5 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 8 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 4 9 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 9 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 9 8 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 8 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ALMEIDA PEIXOTO\nPUBLICAÇÃO: 11 9 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 19 9 1969."")",list(),list(),NULL,N,NA,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5258/1969,LEI 5258 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1079,1969,DEPUTADO FÁBIO NOTINI                      MDB,"DÁ DENOMINAÇÃO A GRUPO ESCOLAR EM DIVINÓPOLIS (""SIDERÚRGICA PAINS"").",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, DIVINÓPOLIS.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-06,000150210,PL. 1079 1969 - PROJETO DE LEI,1181,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120403,1532,rosanacf,1969-05-02,"list(passo = 1, data = ""1969-05-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 5 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 8 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 9 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 9 8 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DOMINGUES\nPUBLICAÇÃO: 22 8 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 5 9 1969\nVETO TOTAL MANTIDO.\nPUBLICAÇÃO DAS RAZÕES DO VETO EM: 20 9 1969.\nVETO TOTAL MANTIDO EM 9 4 1970."")",list(),list(),NULL,N,NA,"list(id = 1181, nome = ""DEPUTADO FÁBIO NOTINI"", partido = ""MDB"")",NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1078,1969,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A RECEBER DOAÇÃO E DÁ OUTRAS
PROVIDÊNCIAS (EM SÃO JOÃO DEL-REI).",NA,"AUTORIZAÇÃO, EXECUTIVO, RECEBIMENTO, DOAÇÃO, IMÓVEL, ENTIDADE,
MUNICÍPIO, SÃO JOÃO DEL-REI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-05-01,000150211,PL. 1078 1969 - PROJETO DE LEI,,IMÓVEL,NA,LEI 5193 1969 - LEI ORDINÁRIA,20130529,1046,vitoria,1969-04-29,"list(passo = 1, data = ""1969-04-29"", local = ""PLENÁRIO"", historico = ""PLENÁRIO\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 13 5 1969\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nRELATOR: DEP. SEBASTIÃO FABIANO\nPUBLICAÇÃO: 10 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 17 5 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 5 1969."")",list(),list(),"list(descricao = ""MSG 408 1969"")",N,NA,NULL,NA,NA,/legislacao/mineira/LEI/5193/1969,LEI 5193 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1077,1969,DEPUTADO MAURÍLIO CAMBRAIA                 ARENA,"DECLARA DE UTILIDADE PÚBLICA A GUARDA MIRIM DE TRÂNSITO DE
CAMPO BELO.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPO BELO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-04-30,000150212,PL. 1077 1969 - PROJETO DE LEI,784,UTILIDADE PÚBLICA,NA,LEI 5194 1969 - LEI ORDINÁRIA,20120223,1421,rosanacf,1969-04-28,"list(passo = 1, data = ""1969-04-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 9 5 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 5 1969\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 8 5 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 20 5 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 5 1969."")",list(),list(),NULL,N,DELIBERAÇÃO DE PLENÁRIO,"list(id = 784, nome = ""DEPUTADO MAURÍLIO CAMBRAIA"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5194/1969,LEI 5194 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1076,1969,DEPUTADO PAULINO CÍCERO                    ARENA,"DÁ DENOMINAÇÃO AO GINÁSIO ESTADUAL DE DOM SILVÉRIO (DE ""NOSSA SENHORA
DA SAÚDE"").",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, DOM SILVÉRIO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-04-26,000150213,PL. 1076 1969 - PROJETO DE LEI,751,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,LEI 5238 1969 - LEI ORDINÁRIA,20120403,1531,rosanacf,1969-04-24,"list(passo = 1, data = ""1969-04-24"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 5 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 8 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 28 8 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 8 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 9 8 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 22 8 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FELICIANO DE OLIVEIRA PENNA\nPUBLICAÇÃO: 30 8 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1969."")",list(),list(),NULL,N,NA,"list(id = 751, nome = ""DEPUTADO PAULINO CÍCERO"", partido = ""ARENA"")",NA,NA,/legislacao/mineira/LEI/5238/1969,LEI 5238 1969 - LEI ORDINÁRIA,NA,NA
Remissivo,PROJETO DE LEI,PL,1075,1969,DEPUTADO FÁBIO VASCONCELLOS                ARENA,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL BORGES DA COSTA, COM SEDE EM
BELO HORIZONTE.",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1969-04-25,000150214,PL. 1075 1969 - PROJETO DE LEI,1197,UTILIDADE PÚBLICA,NA,NA,20120223,1235,rosanacf,1969-04-23,"list(passo = 1, data = ""1969-04-23"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1197, nome = ""DEPUTADO FÁBIO VASCONCELLOS"", partido = ""ARENA"")",ARQUIVO,19710131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1074,1969,DEPUTADO JOÃO FERRAZ                       ARENA,"ALTERA A DENOMINAÇÃO DO GRUPO ESCOLAR DOM MANOEL, DA CIDADE DE LUZ, QUE
PASSARÁ A CHAMAR-SE ""SÃO RAFAEL"".",NA,"ALTERAÇÃO, DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, LUZ.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1969-04-23,000150215,PL. 1074 1969 - PROJETO DE LEI,1171,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,NA,20120403,1530,rosanacf,1969-04-18,"list(passo = 1, data = ""1969-04-18"", local = ""PLENÁRIO"", historico = ""PLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 24 4 1969\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),NULL,N,NA,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",ARQUIVO,19710131,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1073,1969,DEPUTADO JAIRO MAGALHÃES                   PSD,"DÁ A DENOMINAÇÃO DE FÁBRICA-ESCOLA ""PRESIDENTE JOÃO PINHEIRO"" À ESCOLA
INDUSTRIAL DO SERRO.",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SERRO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1969-04-19,000150216,PL. 1073 1969 - PROJETO DE LEI,737,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,LEI 5239 1969 - LEI ORDINÁRIA,20120403,1529,rosanacf,1969-04-17,"list(passo = 1, data = ""1969-04-17"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 25 4 1969\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 6 1969\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1969\nREDAÇÃO FINAL\nAPROVAÇÃO: 28 8 1969\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SEBASTIÃO FABIANO\nPUBLICAÇÃO: 27 6 1969\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOSÉ DOMINGUES\nPUBLICAÇÃO: 9 8 1969\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 29 8 1969\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 9 1969."")",list(),list(),NULL,N,NA,"list(id = 737, nome = ""DEPUTADO JAIRO MAGALHÃES"", partido = ""PSD"")",NA,NA,/legislacao/mineira/LEI/5239/1969,LEI 5239 1969 - LEI ORDINÁRIA,NA,NA
