dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,linksOrigem,tema,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,171,1975,DEPUTADO JORGE ORLANDO CARONE              MDB,"AUTORIZA EXTRAÇÕES ESPECIAIS DA LOTERIA DO ESTADO DE MINAS
GERAIS, PARA APLICAÇÃO DE RECURSOS EM ASSISTÊNCIA SOCIAL E
ESPORTE ESPECIALIZADO.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-08-14,000148049,PL. 171 1975 - PROJETO DE LEI,1691,NA,NA,NA,20100126,1205,moreka,1975-08-12,"list(passo = 1, data = ""1975-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1691, nome = ""DEPUTADO JORGE ORLANDO CARONE"", partido = ""MDB"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,170,1975,DEPUTADO VICENTE GUABIROBA                 ARENA,"DÁ NOVA REDAÇÃO AO ART. 1 DA LEI 6605, DE 14 7 1975.
(DEFINE A LOCALIZAÇÃO DO PARQUE ESTADUAL DA SERRA DO CIPÓ).",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-13,000148050,PL. 170 1975 - PROJETO DE LEI,1464,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6681 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-08-11,"list(passo = 1, data = ""1975-08-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 20 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 20 9 1975\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ELMO BRAZ\nPUBLICAÇÃO: 20 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 20 9 1975\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 2 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 14 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6681/1975,LEI 6681 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,169,1975,GOVERNADOR DO ESTADO,"AUTORIZA DOAÇÃO DE IMÓVEIS À PREFEITURA MUNICIPAL DE POÇOS DE
CALDAS.",NA,"ALTERA A REDAÇÃO DO ART. 3 DA LEI 6464, DE 4 11 1974.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-13,000148051,PL. 169 1975 - PROJETO DE LEI,,NA,NA,LEI 6631 1975 - LEI ORDINÁRIA,20060802,1130,telma,1975-08-11,"list(passo = 1, data = ""1975-08-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 28 8 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 9 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 22 8 1975\nREDAÇÃO\nREDAÇÃO FINAL\nREDAÇÃO: 4 9 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 9 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 56 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6631/1975,LEI 6631 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,168,1975,DEPUTADO LÚCIO DE SOUZA CRUZ               ARENA,"DECLARA DE UTILIDADE PÚBLICA O OPERÁRIO ESPORTE CLUBE, DE SÃO
GONÇALO DO RIO ABAIXO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SÃO GONÇALO DO RIO ABAIXO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-13,000148052,PL. 168 1975 - PROJETO DE LEI,323,NA,UTILIDADE PÚBLICA,LEI 6687 1975 - LEI ORDINÁRIA,20120229,1021,rosanacf,1975-08-11,"list(passo = 1, data = ""1975-08-11"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 26 9 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 3 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 11 1975"")",list(),list(),N,"list(id = 323, nome = ""DEPUTADO LÚCIO DE SOUZA CRUZ"", partido = ""ARENA"")","list(descricao = ""PL. 1249 1974"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6687/1975,LEI 6687 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,167,1975,DEPUTADO JÉSUS TRINDADE                    PDS,"ACRESCENTA ITEM AO PARÁGRAFO ÚNICO DO ART. 81 DA LEI 6277, DE
27 12 1973.
(PERMITE O ENQUADRAMENTO COMO PROFESSOR DE EDUCAÇÃO MORAL E
CÍVICA AOS LICENCIADOS EM FILOSOFIA PURA, ESTUDOS SOCIAIS,
DIREITO, HISTÓRIA E PEDAGOGIA).",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-08-12,000148053,PL. 167 1975 - PROJETO DE LEI,1048,NA,NA,NA,20100126,1157,moreka,1975-08-08,"list(passo = 1, data = ""1975-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 8 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 31 10 1975 E 1 11 1975\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 31 10 1975 E 1 11 1975\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. HUMBERTO ALMEIDA\nPUBLICAÇÃO: 31 10 1975 E 1 11 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NULL,NA,ARQUIVO,19790131,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,166,1975,DEPUTADO OLAVO COSTA                       MDB,DISPÕE SOBRE HORÁRIO ESPECIAL DE TRABALHO DE SERVIDORES.,NA,NA,REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1975-08-12,000148054,PL. 166 1975 - PROJETO DE LEI,1687,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1975-08-08,"list(passo = 1, data = ""1975-08-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1975\nSEGUNDA DISCUSSÃO\nREJEIÇÃO: 8 4 1976\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 18 9 1975\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. SÉRGIO FERRARA\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 18 9 1975\nARQUIVE-SE"")",list(),list(),N,"list(id = 1687, nome = ""DEPUTADO OLAVO COSTA"", partido = ""MDB"")",NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,165,1975,DEPUTADO ARTUR FAGUNDES                    PDS,AUTORIZA A REVERSÃO DE IMÓVEL AO MUNICÍPIO DE SÃO FRANCISCO.,NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-09,000148055,PL. 165 1975 - PROJETO DE LEI,739,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6690 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 9 1975\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FÁBIO VASCONCELLOS\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 2 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 11 1975"")",list(),list(),N,"list(id = 739, nome = ""DEPUTADO ARTUR FAGUNDES"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6690/1975,LEI 6690 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,157,1975,DEPUTADO GERARDO RENAULT                   ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ANTÔNIO FERNANDES DE OLIVEIRA À
ESCOLA CONSTRUÍDA PELO CONVÊNIO CODEVALE - SECRETARIA DE ESTADO
DA EDUCAÇÃO - PREFEITURA MUNICIPAL DE TURMALINA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, TURMALINA.",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1975-08-07,000148063,PL. 157 1975 - PROJETO DE LEI,1176,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",NA,20120514,1740,rosanacf,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1975\nRETIRADO PELO AUTOR"")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,156,1975,DEPUTADO GERARDO RENAULT                   ARENA,"DÁ DENOMINAÇÃO DE ESCOLA ESTADUAL JOÃO DE SOUZA GONÇALVES - 3.2 -
PRIMEIRO GRAU, À ESCOLA ESTADUAL DE BOTELHOS - 3.2 -, SITUADA EM
BOTELHOS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, BOTELHOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-07,000148064,PL. 156 1975 - PROJETO DE LEI,1176,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6666 1975 - LEI ORDINÁRIA,20120516,1509,rosanacf,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1975Q\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 1 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6666/1975,LEI 6666 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,155,1975,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA O BANGU ATLÉTICO CLUBE, DE OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-07,000148065,PL. 155 1975 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6659 1975 - LEI ORDINÁRIA,20120228,1031,rosanacf,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 20 9 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 3 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6659/1975,LEI 6659 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,154,1975,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DA CRIANÇA, COM SEDE EM OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-07,000148066,PL. 154 1975 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6639 1975 - LEI ORDINÁRIA,20120228,1022,rosanacf,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 11 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 8 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 15 9 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 22 8 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 6 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 26 9 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 10 1975"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6639/1975,LEI 6639 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,153,1975,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE MÃES NOSSA SENHORA APARECIDA,
DE GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-07,000148067,PL. 153 1975 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6675 1975 - LEI ORDINÁRIA,20150623,1259,m17461,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 26 9 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6675/1975,LEI 6675 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,152,1975,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DO EX-ALUNO DA ESCOLA DE
FARMÁCIA DE OURO PRETO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OURO PRETO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-07,000148068,PL. 152 1975 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6656 1975 - LEI ORDINÁRIA,20120228,1013,rosanacf,1975-08-05,"list(passo = 1, data = ""1975-08-05"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO N0TINI\nPUBLICAÇÃO: 25 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6656/1975,LEI 6656 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,151,1975,DEPUTADO RAIMUNDO ALBERGARIA               PDS,"AUTORIZA E DISCIPLINA A CONTAGEM DE TEMPO DE SERVIDOR PÚBLICO
ESTADUAL E DE ATIVIDADE PRIVADA, PARA EFEITO DE APOSENTADORIA.",NA,NA,PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-06,000148069,PL. 151 1975 - PROJETO DE LEI,1698,DELIBERAÇÃO DE PLENÁRIO,NA,NA,19980101,NA,Carga,1975-08-04,"list(passo = 1, data = ""1975-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 9 1975\nSERVIÇO PÚBLICO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 27 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 27 9 1975\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. SÉRGIO FERRARA\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 25 10 1975\nVETADO TOTALMENTE\nPUBLICAÇÃO DAS RAZÕES DO VETO: 14 11 1975\nMANTIDO O VETO"")",list(),list(),N,"list(id = 1698, nome = ""DEPUTADO RAIMUNDO ALBERGARIA"", partido = ""PDS"")",NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,150,1975,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"AUTORIZA TROCA DE IMÓVEL DE PROPRIEDADE DO ESTADO.
(CARVALHÓPOLIS)",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-05,000148070,PL. 150 1975 - PROJETO DE LEI,1177,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6664 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-08-01,"list(passo = 1, data = ""1975-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 7 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 25 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 3 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 15 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 18 9 1975\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 18 9 1975\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. RONALDO CANEDO\nPUBLICAÇÃO: 2 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 17 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6664/1975,LEI 6664 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,149,1975,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A REVERTER AO PATRIMÔNIO DA PREFEITURA
MUNICIPAL DE CAMBUÍ IMÓVEL QUE MENCIONA.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-07-03,000148071,PL. 149 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6629 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-06-30,"list(passo = 1, data = ""1975-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 21 8 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 8 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 14 8 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 27 8 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 18 9 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 49 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6629/1975,LEI 6629 1975 - LEI ORDINÁRIA
