dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,linksOrigem,tema,local,arquivamento,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,189,1975,GOVERNADOR DO ESTADO,"ACRESCENTA PARÁGRAFO AO ART. 82 DA LEI 5406, DE 16 12 1969, QUE CONTÉM A
LEI ORGÂNICA DA POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS. (REDUZ A DURAÇÃO
DO CURSO DE ASPIRANTE DA POLÍCIA CIVIL).",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-09-03,000148030,PL. 189 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"POLÍCIA CIVIL DO ESTADO DE MINAS GERAIS (PCMG)
PESSOAL",LEI 6640 1975 - LEI ORDINÁRIA,20131021,1355,rosanacf,1975-09-01,"list(passo = 1, data = ""1975-09-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 30 9 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 1 10 1975\nCOMISSÕES:\nJUSTIÇA, SEGURANÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 16 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 3 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 10 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 63 1975"")",SEGURANÇA PÚBLICA,NA,NA,LEI 5406 1969 - LEI ORDINÁRIA,/legislacao/mineira/LEI/6640/1975,LEI 6640 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,188,1975,DEPUTADO JÉSUS TRINDADE                    PDS,"DECLARA DE UTILIDADE PÚBLICA A ESCOLA DE ARTE MUSICAL, DE RAPOSOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RAPOSOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-30,000148031,PL. 188 1975 - PROJETO DE LEI,1048,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6658 1975 - LEI ORDINÁRIA,20120229,1136,rosanacf,1975-08-28,"list(passo = 1, data = ""1975-08-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: (NÃO CONSTA)\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 25 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""PDS"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6658/1975,LEI 6658 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,187,1975,DEPUTADO MILTON SALLES                     PFL,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA E MATERNIDADE NOSSA SENHORA
DE FÁTIMA, DE ESTIVA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ESTIVA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-29,000148034,PL. 187 1975 - PROJETO DE LEI,382,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6676 1975 - LEI ORDINÁRIA,20120229,1135,rosanacf,1975-08-27,"list(passo = 1, data = ""1975-08-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 25 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 382, nome = ""DEPUTADO MILTON SALLES"", partido = ""PFL"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6676/1975,LEI 6676 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,186,1975,DEPUTADO KEMIL KUMAIRA                     PSDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE FILARMÔNICA BANDA DE MÚSICA
FRANCISCO DE PAULA, DE TEÓFILO OTÔNI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TEÓFILO OTÔNI.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-29,000148035,PL. 186 1975 - PROJETO DE LEI,1695,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6698 1975 - LEI ORDINÁRIA,20120229,1127,rosanacf,1975-08-27,"list(passo = 1, data = ""1975-08-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 6 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 16 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 23 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 13 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1975"")",list(),list(),N,"list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6698/1975,LEI 6698 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,183,1975,DEPUTADO CÍCERO DUMONT                     ARENA,DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO CULTURAL DE PIRACEMA.,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PIRACEMA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-29,000148036,PL. 183 1975 - PROJETO DE LEI,351,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6660 1975 - LEI ORDINÁRIA,20120229,1122,rosanacf,1975-08-27,"list(passo = 1, data = ""1975-08-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JÉSUS TRINDADE\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 17 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 1 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6660/1975,LEI 6660 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,182,1975,DEPUTADO DOMINGOS LANNA                    PFL,"DÁ A DENOMINAÇÃO DE ""WILSON ALVARENGA DE OLIVEIRA"" AO FÓRUM DA COMARCA
DE RIO PIRACICABA.","DENOMINAÇÃO, FÓRUM, COMARCA DE RIO PIRACICABA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-28,000148037,PL. 182 1975 - PROJETO DE LEI,1679,NA,PRÓPRIO PÚBLICO,LEI 6688 1975 - LEI ORDINÁRIA,20120514,1736,rosanacf,1975-08-26,"list(passo = 1, data = ""1975-08-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 23 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 11 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 18 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 1 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 11 1975"")",list(),list(),N,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6688/1975,LEI 6688 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,181,1975,DEPUTADO WILSON TANURE                     MDB,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA DE
PAPAGAIOS, COM SEDE NA CIDADE DE PAPAGAIOS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PAPAGAIOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-28,000148038,PL. 181 1975 - PROJETO DE LEI,763,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6711 1975 - LEI ORDINÁRIA,20120229,1118,rosanacf,1975-08-26,"list(passo = 1, data = ""1975-08-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 2 9 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 11 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 17 10 1975\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 1 11 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 21 11 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1975"")",list(),list(),N,"list(id = 763, nome = ""DEPUTADO WILSON TANURE"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6711/1975,LEI 6711 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,180,1975,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O ""CEUS"", CENTRO EDUCACIONAL UNIÃO
DE SERVIÇOS, COM SEDE NA CIDADE DE GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-27,000148039,PL. 180 1975 - PROJETO DE LEI,1688,NA,UTILIDADE PÚBLICA,LEI 6671 1975 - LEI ORDINÁRIA,20120229,1116,rosanacf,1975-08-25,"list(passo = 1, data = ""1975-08-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28  8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 15 9 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 2 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 13 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 6 9 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 26 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: 14 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6671/1975,LEI 6671 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,179,1975,GOVERNADOR DO ESTADO,"APROVA O II ADITAMENTO AO ACORDO DE COMUNHÃO DE INTERESSES ENTRE
O ESTADO DE MINAS GERAIS E A FIAT S.P.A.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-23,000148040,PL. 179 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6630 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-08-22,"list(passo = 1, data = ""1975-08-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 16 9 1975\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 12 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 26 9 1975\nESGOTADO O PRAZO FIXADO PARA TRAMITAÇÃO, VAI A MATÉRIA À SANÇÃO,\nEM 24 9 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 9 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 61 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6630/1975,LEI 6630 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,178,1975,GOVERNADOR DO ESTADO,"INSTITUI O GABINETE DO VICE-GOVERNADOR DO ESTADO DE MINAS GERAIS
E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-22,000148041,PL. 178 1975 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA",LEI 6635 1975 - LEI ORDINÁRIA,20131021,1356,rosanacf,1975-08-21,"list(passo = 1, data = ""1975-08-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 9 1975\nCOMISSÕES:\nDISCUSSÃO ÚNICA\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 6 9 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 19 9 1975\nESGOTADO O PRAZO FIXADO PARA TRAMITAÇÃO, VAI A MATÉRIA APROVADA À\nSANÇÃO GOVERNAMENTAL, EM 24 9 1975\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 2 10 1975\nVETO MANTIDO"")",list(),list(),N,NULL,"list(descricao = ""MSG 59 1975"")",ADMINISTRAÇÃO PÚBLICA,NA,NA,NA,/legislacao/mineira/LEI/6635/1975,LEI 6635 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,177,1975,DEPUTADO MENDES BARROS                     PMDB,"AUTORIZA O PODER EXECUTIVO A CRIAR UMA EMPRESA AÉREA - VAMIG,
PARA OS FINS QUE MENCIONA.",NA,NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-08-22,000148042,PL. 177 1975 - PROJETO DE LEI,1688,NA,NA,NA,20100126,1212,moreka,1975-08-20,"list(passo = 1, data = ""1975-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nAPROVAÇÃO: 5 9 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NULL,NA,ARQUIVO,19790205,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,176,1975,DEPUTADO AMILCAR PADOVANI                  PTB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA DE UMBANDA INHÁ CHICA E
PAI JACOB DE IMBAÉ, DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-22,000148043,PL. 176 1975 - PROJETO DE LEI,1189,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6651 1975 - LEI ORDINÁRIA,20120229,1102,rosanacf,1975-08-20,"list(passo = 1, data = ""1975-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: (NÃO CONSTA)\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 3 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 25 10 1975\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1975"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""PTB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6651/1975,LEI 6651 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,175,1975,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A CASA DE DONA DORICA, DE ITAGUARA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ITAGUARA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-21,000148044,PL. 175 1975 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6673 1975 - LEI ORDINÁRIA,20120229,1101,rosanacf,1975-08-19,"list(passo = 1, data = ""1975-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 27 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 20 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 10 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 9 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 16 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 11 1975"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6673/1975,LEI 6673 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,174,1975,DEPUTADO VICENTE GUABIROBA                 ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À
INFÂNCIA E HOSPITAL SANTA MÔNICA, DE DIVINOLÂNDIA DE MINAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINOLÂNDIA DE MINAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-21,000148045,PL. 174 1975 - PROJETO DE LEI,1464,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 6691 1975 - LEI ORDINÁRIA,20120229,1058,rosanacf,1975-08-19,"list(passo = 1, data = ""1975-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 26 8 1975\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 10 1975\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 29 10 1975\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1975\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 16 10 1975\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NEIF JABUR\nPUBLICAÇÃO: 23 10 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ SANTANA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 25 11 1975"")",list(),list(),N,"list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/6691/1975,LEI 6691 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,173,1975,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ALIENAR TERRAS DEVOLUTAS, DE
PROPRIEDADE DO ESTADO, E DÁ OUTRAS PROVIDÊNCIAS.",NA,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1975-08-21,000148046,PL. 173 1975 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 6637 1975 - LEI ORDINÁRIA,19980101,NA,Carga,1975-08-19,"list(passo = 1, data = ""1975-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 9 1975\nCOMISSÕES:\nJUSTIÇA, AGROPECUÁRIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO BELLO\nPUBLICAÇÃO: 30 8 1975\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. ANTÔNIO DIAS\nPUBLICAÇÃO: 26 9 1975\nESGOTADO O PRAZO FIXADO PARA TRAMITAÇÃO, VAI A MATÉRIA APROVADA À\nSANÇÃO, NOS TERMOS DO ART. 262 DO REGIMENTO INTERNO\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 10 1975"")",list(),list(),N,NULL,"list(descricao = ""MSG 58 1975"")",NA,NA,NA,NA,/legislacao/mineira/LEI/6637/1975,LEI 6637 1975 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,172,1975,DEPUTADO JOSÉ LAVIOLA                      PMDB,"DECLARA DE UTILIDADE PÚBLICA O PRUDENTINA FUTEBOL CLUBE, DE BELO
HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1975-08-14,000148048,PL. 172 1975 - PROJETO DE LEI,1471,NA,UTILIDADE PÚBLICA,NA,20120229,1051,rosanacf,1975-08-13,"list(passo = 1, data = ""1975-08-13"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 8 1975\nARQUIVADO, FINAL DE LEGISLATURA"")",list(),list(),N,"list(id = 1471, nome = ""DEPUTADO JOSÉ LAVIOLA"", partido = ""PMDB"")",NULL,NA,ARQUIVO,19790206,NA,NA,NA
