dominio,ano,tipoProjeto,siglaTipoProjeto,numero,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,tema,legislacaoCitada,linksOrigem,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,1977,PROJETO DE LEI,PL,1189,DEPUTADO EMÍLIO HADDAD                     MDB,"DÁ A DENOMINAÇÃO DE ESCOLA INFANTIL HARLEY DE OLIVEIRA ASSIS À ESCOLA
INFANTIL DE OLIVEIRA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147011,PL. 1189 1977 - PROJETO DE LEI,1192,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7201 1977 - LEI ORDINÁRIA,20120514,1509,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 2 12 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 1 12 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 3 12 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: 28 12 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 30 12 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7201/1977,LEI 7201 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1188,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A CONFERÊNCIA NOSSA SENHORA DO CARMO, DE
OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147012,PL. 1188 1977 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7068 1977 - LEI ORDINÁRIA,20120224,1123,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 16 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 E 29 9 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7068/1977,LEI 7068 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1187,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A BIBLIOTECA JOSÉ DO NASCIMENTO TEIXEIRA,
DE OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147013,PL. 1187 1977 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7105 1977 - LEI ORDINÁRIA,20120224,1122,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 16 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7105/1977,LEI 7105 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1186,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO DE TEATRO ABERTURA, DE OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147014,PL. 1186 1977 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7081 1977 - LEI ORDINÁRIA,20120224,1120,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 13 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 9 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7081/1977,LEI 7081 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1185,DEPUTADO EMÍLIO HADDAD                     MDB,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA MONTE DAS OLIVEIRAS, DE
OLIVEIRA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, OLIVEIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147015,PL. 1185 1977 - PROJETO DE LEI,1192,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7082 1977 - LEI ORDINÁRIA,20120224,1119,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 13 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 9 1977"")",list(),list(),N,"list(id = 1192, nome = ""DEPUTADO EMÍLIO HADDAD"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7082/1977,LEI 7082 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1184,DEPUTADA JÚNIA MARISE                      MDB,"DECLARA DE UTILIDADE PÚBLICA O ESTRELA DO OESTE CLUBE, DE DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147016,PL. 1184 1977 - PROJETO DE LEI,1684,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7135 1977 - LEI ORDINÁRIA,20120224,1116,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 27 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 1 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1684, nome = ""DEPUTADA JÚNIA MARISE"", partido = ""MDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7135/1977,LEI 7135 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1183,DEPUTADO JOÃO FERRAZ                       PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL CASSIMIRO ANDRADE À ESCOLA ESTADUAL
FAZENDA DA FLORESTA, MUNICÍPIO DE SANTA MARIA DE ITABIRA.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SANTA MARIA DE
ITABIRA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-20,000147052,PL. 1183 1977 - PROJETO DE LEI,1171,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7125 1977 - LEI ORDINÁRIA,20120514,1521,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 21 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 29 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7125/1977,LEI 7125 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1182,DEPUTADO JOÃO FERRAZ                       PDS,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL ALMANSOR DE SOUZA RABELO - PRIMEIRO
GRAU, ÀS ESCOLAS REUNIDAS DA ESTAÇÃO CARLOS BERNARDES, NO MUNICÍPIO DE
ARCOS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, ARCOS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147017,PL. 1182 1977 - PROJETO DE LEI,1171,DELIBERAÇÃO DE PLENÁRIO,"ESTABELECIMENTO DE ENSINO
PRÓPRIO PÚBLICO",LEI 7150 1977 - LEI ORDINÁRIA,20140204,1800,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 10 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 7 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. JOÃO FERRAZ\nPUBLICAÇÃO: 29 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 6 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: 18 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7150/1977,LEI 7150 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1178,GOVERNADOR DO ESTADO,"DÁ NOVA REDAÇÃO AO INCISO II DO ART. 63, DA LEI 6763, DE 26 12 1975.
(ELIMINA A EXIGÊNCIA DE QUE OS BENEFICIÁRIOS ESTEJAM ISENTOS DO IMPOSTO
DE RENDA EM RELAÇÃO AOS RENDIMENTOS DO ANO ANTERIOR AO ÓBITO, PARA EFEITO
DE OBTENÇÃO DE ISENÇÃO DO IMPOSTO SOBRE TRANSMISSÃO DE BENS IMÓVEIS E DE
DIREITOS A ELES RELATIVOS - ITBI NA HERANÇA CUJO VALOR NÃO ULTRAPASSE
DUZENTAS UPFMG).",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-24,000147028,PL. 1178 1977 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,TRIBUTOS,LEI 7056 1977 - LEI ORDINÁRIA,20131017,1522,rosanacf,1977-06-23,"list(passo = 1, data = ""1977-06-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 7 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 7 1977\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 2 7 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 8 7 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 8 1977"")",list(),list(),N,NULL,NA,NA,FINANÇAS PÚBLICAS,LEI 6763 1975 - LEI ORDINÁRIA,"list(descricao = ""MSG 565 1977"")",/legislacao/mineira/LEI/7056/1977,LEI 7056 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1177,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR CRÉDITOS SUPLEMENTARES A
DOTAÇÕES DO ORÇAMENTO DO PODER JUDICIÁRIO E DÁ OUTRAS
PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-24,000147029,PL. 1177 1977 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7036 1977 - LEI ORDINÁRIA,19980101,NA,Carga,1977-06-23,"list(passo = 1, data = ""1977-06-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 1 7 1977, COM EMENDA\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 7 1977\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 1 7 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 3 7 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 7 1977"")",list(),list(),N,NULL,NA,NA,NA,NA,"list(descricao = ""MSG 564 1977"")",/legislacao/mineira/LEI/7036/1977,LEI 7036 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1174,DEPUTADO CÍCERO DUMONT                     ARENA,"DECLARA DE UTILIDADE PÚBLICA A CRECHE IMACULADA CONCEIÇÃO DA
SOCIEDADE SÃO VICENTE DE PAULO, DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-23,000147040,PL. 1174 1977 - PROJETO DE LEI,351,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7076 1977 - LEI ORDINÁRIA,20120224,1059,rosanacf,1977-06-23,"list(passo = 1, data = ""1977-06-23"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 13 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 16 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 9 1977"")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7076/1977,LEI 7076 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1170,DEPUTADO DOMINGOS LANNA                    PFL,"DÁ A DENOMINAÇÃO DE PADRE LEVY DE VASCONCELLOS BARROS À ESTRADA MG-123,
QUE LIGA JOÃO MONLEVADE - RIO PIRACICABA - ALVINÓPOLIS A DOM SILVÉRIO.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, JOÃO MONLEVADE, RIO PIRACICABA,
ALVINÓPOLIS, DOM SILVÉRIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-06-24,000147030,PL. 1170 1977 - PROJETO DE LEI,1679,NA,PRÓPRIO PÚBLICO,NA,20120514,1514,rosanacf,1977-06-22,"list(passo = 1, data = ""1977-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1679, nome = ""DEPUTADO DOMINGOS LANNA"", partido = ""PFL"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1169,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A CIDADE DOS MENINOS, DE GOVERNADOR
VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-24,000147031,PL. 1169 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7119 1977 - LEI ORDINÁRIA,20120224,1053,rosanacf,1977-06-22,"list(passo = 1, data = ""1977-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MILTON LIMA\nPUBLICAÇÃO: 27 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 1 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7119/1977,LEI 7119 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1168,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE CIVIL MATER ET MAGISTRA,
INSTITUIDORA E MANTENEDORA DO INSTITUTO DE CIÊNCIAS HUMANAS E SOCIAIS
DO VALE DO RIO DOCE, COM SEDE NA CIDADE DE GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-24,000147032,PL. 1168 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7136 1977 - LEI ORDINÁRIA,20120224,1051,rosanacf,1977-06-22,"list(passo = 1, data = ""1977-06-22"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 7 10 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 18 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 19 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 6 10 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 14 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. KEMIL KUMAIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7136/1977,LEI 7136 1977 - LEI ORDINÁRIA,NA
