dominio,ano,tipoProjeto,siglaTipoProjeto,numero,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,tema,legislacaoCitada,linksOrigem,linkLegislacao.url,linkLegislacao.rotulo,observacao
Remissivo,1977,PROJETO DE LEI,PL,1254,DEPUTADO JORGE ORLANDO CARONE              MDB,"AUTORIZA O PODER EXECUTIVO A CONSTITUIR COMISSÃO PARA PROCEDER
A ESTUDOS PRELIMINARES VISANDO AO CUMPRIMENTO DO ART. 12 DA
LEI 2462, DE 13 DE OUTUBRO DE 1961. (CRIA COMISSÃO CONSTITUÍDA DE
REPRESENTANTES DA SECRETARIA DE CIÊNCIAS E TECNOLOGIA, DO
CONSELHO ESTADUAL DE EDUCAÇÃO, DA METAMIG E DAS PREFEITURAS
MUNICIPAIS DE JOÃO MONLEVADE E ITAÚNA, VISANDO À CRIAÇÃO DE
ESCOLA SUPERIOR ESPECIALIZADA, CONTENDO OS CURSOS DE GEOLOGIA,
METALURGIA E ECONOMIA MINERAL).",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-08-04,000146947,PL. 1254 1977 - PROJETO DE LEI,1691,NA,NA,NA,20090401,1304,m17663,1977-08-02,"list(passo = 1, data = ""1977-08-02"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1691, nome = ""DEPUTADO JORGE ORLANDO CARONE"", partido = ""MDB"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1253,DEPUTADO MENDES BARROS                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O GRUPO DA FRATERNIDADE MARTHA FIGNER, DE
GOVERNADOR VALADARES.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, GOVERNADOR VALADARES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-08-04,000146948,PL. 1253 1977 - PROJETO DE LEI,1688,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7120 1977 - LEI ORDINÁRIA,20120227,1558,rosanacf,1977-08-02,"list(passo = 1, data = ""1977-08-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 8 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 17 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 27 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977"")",list(),list(),N,"list(id = 1688, nome = ""DEPUTADO MENDES BARROS"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7120/1977,LEI 7120 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1252,GOVERNADOR DO ESTADO,"AUTORIZA AQUISIÇÃO DE IMÓVEL SITUADO NO MUNICÍPIO DE BOA
ESPERANÇA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-26,000146949,PL. 1252 1977 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 7072 1977 - LEI ORDINÁRIA,19980101,NA,Carga,1977-07-21,"list(passo = 1, data = ""1977-07-21"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 8 1977\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 19 8 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 30 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 29 9 1977"")",list(),list(),N,NULL,NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7072/1977,LEI 7072 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1251,GOVERNADOR DO ESTADO,"REVOGA O ART. 92 DA LEI 550, DE 20 12 1949 (REVOGA O ARTIGO QUE OBRIGA O
CONCESSIONÁRIO DE TERRAS DEVOLUTAS A CONSERVAR, EM MATAS, A QUARTA PARTE
DO IMÓVEL OU A REFLORESTÁ-LA, SE POR ELE DEVASTADA E POR CONSEQUÊNCIA,
IMPEDE O USO DO IMÓVEL COMO GARANTIA PARA ACESSO AO CRÉDITO RURAL).","REVOGAÇÃO, EXIGÊNCIA, PRESERVAÇÃO, FLORESTA, VENDA, TERRA DEVOLUTA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-09,000146950,PL. 1251 1977 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,MEIO AMBIENTE,LEI 7101 1977 - LEI ORDINÁRIA,20131017,1517,rosanacf,1977-07-08,"list(passo = 1, data = ""1977-07-08"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 26 8 1977\nCOMISSÕES:\nJUSTIÇA, AGROPECUÁRIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. SEBASTIÃO NASCIMENTO\nPUBLICAÇÃO: 19 8 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 30 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 10 1977"")",list(),list(),N,NULL,NA,NA,MEIO AMBIENTE,LEI 550 1949 - LEI ORDINÁRIA,"list(descricao = ""MSG 590 1977"")",/legislacao/mineira/LEI/7101/1977,LEI 7101 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1250,GOVERNADOR DO ESTADO,"REAJUSTA OS VALORES DOS SÍMBOLOS DE VENCIMENTOS E SOLDOS DO
PESSOAL CIVIL E MILITAR DO PODER EXECUTIVO, INCLUSIVE DOS
INATIVOS, E DÁ OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-07,000146961,PL. 1250 1977 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"EXECUTIVO
PESSOAL
PESSOAL MILITAR",LEI 7066 1977 - LEI ORDINÁRIA,20131017,1520,rosanacf,1977-07-06,"list(passo = 1, data = ""1977-07-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 25 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 8 1977\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 24 8 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 2 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 9 1977"")",list(),list(),N,NULL,NA,NA,ADMINISTRAÇÃO PÚBLICA,NA,"list(descricao = ""MSG 587 1977"")",/legislacao/mineira/LEI/7066/1977,LEI 7066 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1249,GOVERNADOR DO ESTADO,"DISPÕE SOBRE VENCIMENTOS DOS CARGOS DA MAGISTRATURA DE
CONSELHEIRO E DE AUDITOR DO TRIBUNAL DE CONTAS E DÁ OUTRAS
PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-07,000146962,PL. 1249 1977 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"PESSOAL
TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS (TCEMG)",LEI 7064 1977 - LEI ORDINÁRIA,20170926,1152,m20993,1977-07-06,"list(passo = 1, data = ""1977-07-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 23 8 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 8 1977\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 17 8 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 27 8 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 9 1977"")",list(),list(),N,NULL,NA,NA,ADMINISTRAÇÃO PÚBLICA,NA,"list(descricao = ""MSG 586 1977"")",/legislacao/mineira/LEI/7064/1977,LEI 7064 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1230,DEPUTADO MORVAN ACAYABA                    ARENA,"DÁ DENOMINAÇÃO À ESCOLA ESTADUAL DE PRIMEIRO GRAU, EX-POLIVALENTE, DE
SÃO LOURENÇO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, SÃO LOURENÇO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-06,000146980,PL. 1230 1977 - PROJETO DE LEI,1460,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7102 1977 - LEI ORDINÁRIA,20120514,1506,rosanacf,1977-07-04,"list(passo = 1, data = ""1977-07-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 10 1977"")",list(),list(),N,"list(id = 1460, nome = ""DEPUTADO MORVAN ACAYABA"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7102/1977,LEI 7102 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1229,DEPUTADO JOÃO PEDRO GUSTIN                 PSDB,"DECLARA DE UTILIDADE PÚBLICA O SÃO CRISTÓVÃO FUTEBOL CLUBE, DE BETIM.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BETIM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-06,000146981,PL. 1229 1977 - PROJETO DE LEI,1462,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7106 1977 - LEI ORDINÁRIA,20120224,1616,rosanacf,1977-07-04,"list(passo = 1, data = ""1977-07-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 13 10 1977"")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""PSDB"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7106/1977,LEI 7106 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1228,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JOÃO RIBEIRO DE CARVALHO, PRIMEIRO
GRAU - 1.2, AO ANTIGO GINÁSIO DE CONCEIÇÃO DOS OUROS.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CONCEIÇÃO DOS OUROS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-06,000146982,PL. 1228 1977 - PROJETO DE LEI,1177,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7092 1977 - LEI ORDINÁRIA,20120514,1508,rosanacf,1977-07-04,"list(passo = 1, data = ""1977-07-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 10 1977"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7092/1977,LEI 7092 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1227,DEPUTADO CHRISTOVAM CHIARADIA              ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE MUSICAL NOSSA SENHORA
APARECIDA, DE SANTOS DUMONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTOS DUMONT.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-06,000146983,PL. 1227 1977 - PROJETO DE LEI,1177,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7090 1977 - LEI ORDINÁRIA,20120224,1615,rosanacf,1977-07-04,"list(passo = 1, data = ""1977-07-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 3 8 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CÍCERO DUMONT\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 10 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 22 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 10 1977"")",list(),list(),N,"list(id = 1177, nome = ""DEPUTADO CHRISTOVAM CHIARADIA"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7090/1977,LEI 7090 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1211,DEPUTADO CÍCERO DUMONT                     ARENA,"DISPÕE SOBRE PAGAMENTO E AUMENTO DE CONTA DE FORNECIMENTO DE
ÁGUA PELA COPASA.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1977-07-05,000146997,PL. 1211 1977 - PROJETO DE LEI,351,NA,NA,NA,20090401,1242,m17663,1977-07-01,"list(passo = 1, data = ""1977-07-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 19 8 1977\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 351, nome = ""DEPUTADO CÍCERO DUMONT"", partido = ""ARENA"")",ARQUIVO,19790131,NA,NA,NULL,NA,NA,NA
Remissivo,1977,PROJETO DE LEI,PL,1205,DEPUTADO CARLOS ELOY                       ARENA,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL JOSÉ NORBERTO DE ANDRADE À ESCOLA
ESTADUAL DE PERDÕES - PRIMEIRO GRAU - TIPO 1.2, DE PERDÕES.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, PERDÕES.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-02,000147001,PL. 1205 1977 - PROJETO DE LEI,708,DELIBERAÇÃO DE PLENÁRIO,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7224 1978 - LEI ORDINÁRIA,20140204,1759,rosanacf,1977-06-30,"list(passo = 1, data = ""1977-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 31 3 1978\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 11 4 1978\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 4 1978\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 30 3 1978\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 4 1978\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 14 4 1978\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 5 1978"")",list(),list(),N,"list(id = 708, nome = ""DEPUTADO CARLOS ELOY"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7224/1978,LEI 7224 1978 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1204,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A IGREJA EVANGÉLICA ASSEMBLÉIA DE DEUS, DE
DIVINÓPOLIS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, DIVINÓPOLIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-02,000147002,PL. 1204 1977 - PROJETO DE LEI,1176,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7069 1977 - LEI ORDINÁRIA,20120224,1516,rosanacf,1977-06-30,"list(passo = 1, data = ""1977-06-30"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 26 8 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 12 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 12 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 2 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ JUNQUEIRA\nPUBLICAÇÃO: (NÃO CONSTA)\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 E 29 9 1977"")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7069/1977,LEI 7069 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1195,DEPUTADO JOSÉ SANTANA                      PDS,"DECLARA DE UTILIDADE PÚBLICA O HOSPITAL SÃO LOURENÇO WESTIN, COM SEDE
EM CARLOS CHAGAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARLOS CHAGAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-07-01,000147008,PL. 1195 1977 - PROJETO DE LEI,1680,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7134 1977 - LEI ORDINÁRIA,20120224,1503,rosanacf,1977-06-29,"list(passo = 1, data = ""1977-06-29"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 10 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 11 10 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 27 9 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. HUMBERTO ALMEIDA\nPUBLICAÇÃO: 1 10 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 13 10 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1977"")",list(),list(),N,"list(id = 1680, nome = ""DEPUTADO JOSÉ SANTANA"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7134/1977,LEI 7134 1977 - LEI ORDINÁRIA,NA
Remissivo,1977,PROJETO DE LEI,PL,1192,DEPUTADO NARCÉLIO MENDES                   PDS,"DECLARA DE UTILIDADE PÚBLICA O COLÉGIO CARATINGA, DE CARATINGA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARATINGA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1977-06-30,000147010,PL. 1192 1977 - PROJETO DE LEI,1465,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7128 1977 - LEI ORDINÁRIA,20120224,1126,rosanacf,1977-06-28,"list(passo = 1, data = ""1977-06-28"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1977\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 8 9 1977\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 22 9 1977\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 9 1977\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. FERRAZ CALDAS\nPUBLICAÇÃO: 30 8 1977\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 16 9 1977\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOÃO MARQUES\nPUBLICAÇÃO: 27 9 1977\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 10 1977 E RETIFICAÇÃO PUBLICADA NO DL\nEM 28 10 1977."")",list(),list(),N,"list(id = 1465, nome = ""DEPUTADO NARCÉLIO MENDES"", partido = ""PDS"")",NA,NA,NA,NA,NULL,/legislacao/mineira/LEI/7128/1977,LEI 7128 1977 - LEI ORDINÁRIA,NA
