dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,norma,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,indexacao,assuntoGeral,local,arquivamento,atualizacao,horario,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1155,1974,GOVERNADOR DO ESTADO,ALTERA A DENOMINAÇÃO DA FUNDAÇÃO UNIVERSIDADE DA CAMPANHA.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-22,000148388,PL. 1155 1974 - PROJETO DE LEI,,NA,LEI 6423 1974 - LEI ORDINÁRIA,rosanacf,1974-08-20,"list(passo = 1, data = ""1974-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 12 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 9 1974\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 31 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 19 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 10 1974."")",list(),list(),N,NULL,"ALTERAÇÃO, DENOMINAÇÃO, FUNDAÇÃO, ENSINO SUPERIOR, MUNICÍPIO, CAMPANHA.",ESTABELECIMENTO DE ENSINO,NA,NA,20120516,1617,NA,"list(descricao = ""MSG 436 1974"")",NA,/legislacao/mineira/LEI/6423/1974,LEI 6423 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1154,1974,GOVERNADOR DO ESTADO,FIXA A REMUNERAÇÃO MENSAL DO CARGO DE SECRETÁRIO DE ESTADO.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-22,000148389,PL. 1154 1974 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,LEI 6437 1974 - LEI ORDINÁRIA,rosanacf,1974-08-20,"list(passo = 1, data = ""1974-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 18 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 9 1974\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 29 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 25 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 10 1974."")",list(),list(),N,NULL,NA,"EXECUTIVO
PESSOAL",NA,NA,20131021,1500,ADMINISTRAÇÃO PÚBLICA,"list(descricao = ""MSG 435 1974"")",NA,/legislacao/mineira/LEI/6437/1974,LEI 6437 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1153,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ADQUIRIR IMÓVEL SITUADO EM
GOVERNADOR VALADARES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-22,000148390,PL. 1153 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6419 1974 - LEI ORDINÁRIA,Carga,1974-08-20,"list(passo = 1, data = ""1974-08-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 6 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 9 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 29 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 13 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 9 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 434 1974"")",NA,/legislacao/mineira/LEI/6419/1974,LEI 6419 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1152,1974,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO IRMÃS DA CRUZ DO BOM PASTOR,
COM SEDE EM JUIZ DE FORA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-21,000148391,PL. 1152 1974 - PROJETO DE LEI,1468,DELIBERAÇÃO DE PLENÁRIO,LEI 6468 1974 - LEI ORDINÁRIA,rosanacf,1974-08-19,"list(passo = 1, data = ""1974-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 18 9 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 10 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 31 8 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 1 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 24 10 1974;\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 11 1974."")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,NA,NA,20120224,1010,NA,NULL,NA,/legislacao/mineira/LEI/6468/1974,LEI 6468 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1151,1974,DEPUTADO PINHEIRO CHAGAS                   ARENA,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À LIGA DESPORTIVA
DO MUNICÍPIO DE MATOZINHOS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-21,000148392,PL. 1151 1974 - PROJETO DE LEI,973,DELIBERAÇÃO DE PLENÁRIO,LEI 6558 1974 - LEI ORDINÁRIA,Carga,1974-08-19,"list(passo = 1, data = ""1974-08-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 28 11 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 30 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 14 9 1974\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 14 9 1974\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO ASSAD\nPUBLICAÇÃO: 29 11 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 5 12 1974.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 20 12 1974."")",list(),list(),N,"list(id = 973, nome = ""DEPUTADO PINHEIRO CHAGAS"", partido = ""ARENA"")",NA,NA,NA,NA,19980101,NA,NA,NULL,NA,/legislacao/mineira/LEI/6558/1974,LEI 6558 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1150,1974,DEPUTADO JOÃO PEDRO GUSTIN                 ARENA,"DECLARA DE UTILIDADE PÚBLICA O BRUMADINHO FUTEBOL CLUBE, COM SEDE NA
CIDADE DE BRUMADINHO.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-17,000148393,PL. 1150 1974 - PROJETO DE LEI,1462,DELIBERAÇÃO DE PLENÁRIO,LEI 6476 1974 - LEI ORDINÁRIA,rosanacf,1974-08-14,"list(passo = 1, data = ""1974-08-14"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 9 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 10 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 31 8 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPUBLICAÇÃO: 24 9 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 24 10 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 15 11 1974."")",list(),list(),N,"list(id = 1462, nome = ""DEPUTADO JOÃO PEDRO GUSTIN"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BRUMADINHO.",UTILIDADE PÚBLICA,NA,NA,20120224,1008,NA,NULL,NA,/legislacao/mineira/LEI/6476/1974,LEI 6476 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1149,1974,DEPUTADO SAMIR TANNÚS                      ARENA,"DECLARA DE UTILIDADE PÚBLICA A ESCOLA E BANDA DE MÚSICA ""EDMUNDO
D'ALMEIDA MACEDO"", DE CAMPINA VERDE.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-08-15,000148394,PL. 1149 1974 - PROJETO DE LEI,1463,NA,NA,rosanacf,1974-08-13,"list(passo = 1, data = ""1974-08-13"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CAMPINA VERDE.",UTILIDADE PÚBLICA,ARQUIVO,19750131,20120224,1008,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1148,1974,GOVERNADOR DO ESTADO,"APROVA TERMO ADITIVO AO ACORDO DE COMUNHÃO DE INTERCÂMBIO
CELEBRADO ENTRE O GOVERNO DO ESTADO DE MINAS GERAIS E A
FIAT S.P.A.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-14,000148395,PL. 1148 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6424 1974 - LEI ORDINÁRIA,Carga,1974-08-12,"list(passo = 1, data = ""1974-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 5 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 9 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 29 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 12 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 10 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 431 1974"")",NA,/legislacao/mineira/LEI/6424/1974,LEI 6424 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1147,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A RECEBER, EM DOAÇÃO, IMÓVEL
SITUADO EM PATOS DE MINAS E DÁ OUTRAS PROVIDÊNCIAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-14,000148396,PL. 1147 1974 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,LEI 6434 1974 - LEI ORDINÁRIA,Carga,1974-08-12,"list(passo = 1, data = ""1974-08-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 4 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 17 9 1974\nCOMISSÕES:\nJUSTIÇA, SEGURANÇA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 29 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 10 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 10 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,19980101,NA,NA,"list(descricao = ""MSG 430 1974"")",NA,/legislacao/mineira/LEI/6434/1974,LEI 6434 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1146,1974,DEPUTADO VALDIR MELGAÇO                    ARENA,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESPÍRITA CORAÇÕES UNIDOS,
COM SEDE NA CIDADE DE PRATA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-13,000148397,PL. 1146 1974 - PROJETO DE LEI,720,DELIBERAÇÃO DE PLENÁRIO,LEI 6498 1974 - LEI ORDINÁRIA,rosanacf,1974-08-09,"list(passo = 1, data = ""1974-08-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 9 10 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 19 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 20 9 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 19 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 28 11 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 4 12 1974."")",list(),list(),N,"list(id = 720, nome = ""DEPUTADO VALDIR MELGAÇO"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PRATA.",UTILIDADE PÚBLICA,NA,NA,20120224,1007,NA,NULL,NA,/legislacao/mineira/LEI/6498/1974,LEI 6498 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1145,1974,DEPUTADO JOÃO FERRAZ                       ARENA,"AUTORIZA O PODER EXECUTIVO A DOAR À CRUZADA PAROQUIAL DE
EDUCAÇÃO DE ARCOS, IMÓVEL SITUADO À RUA MAGALHÃES PINTO,",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1974-08-09,000148398,PL. 1145 1974 - PROJETO DE LEI,1171,NA,NA,m17663,1974-08-07,"list(passo = 1, data = ""1974-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 22 8 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 21 8 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 31 8 1974\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",NA,NA,ARQUIVO,19750131,20090401,1105,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1144,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER IMÓVEL AO
PATRIMÔNIO DO MUNICÍPIO DE CONCEIÇÃO DOS OUROS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-09,000148399,PL. 1144 1974 - PROJETO DE LEI,NA,NA,LEI 6403 1974 - LEI ORDINÁRIA,MSILVIA,1974-08-07,"list(passo = 1, data = ""1974-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 8 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 8 1974\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 23 8 1974\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 23 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 29 8 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 10 9 1974."")",list(),list(),N,NULL,NA,NA,NA,NA,20020215,NA,NA,"list(descricao = ""MSG 428 1974"")",NA,/legislacao/mineira/LEI/6403/1974,LEI 6403 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1143,1974,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A PROMOVER A TRANSFORMAÇÃO DO BANCO DO
DESENVOLVIMENTO DE MINAS GERAIS EM SOCIEDADE DE ECONOMIA MISTA, SOB A
FORMA DE SOCIEDADE ANÔNIMA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-09,000148400,PL. 1143 1974 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,LEI 6409 1974 - LEI ORDINÁRIA,malves,1974-08-07,"list(passo = 1, data = ""1974-08-07"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 2 9 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 9 1974\nCOMISSÕES:\nJUSTIÇA, ECONOMIA E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 23 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 5 9 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 9 1974."")",list(),list(),N,NULL,"AUTORIZAÇÃO, EXECUTIVO, TRANSFORMAÇÃO, BANCO DO DESENVOLVIMENTO DE
MINAS GERAIS S/A (BDMG), SOCIEDADE DE ECONOMIA MISTA.",BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S/A (BDMG),NA,NA,20160614,1033,ADMINISTRAÇÃO PÚBLICA,"list(descricao = ""MSG 427 1974"")",NA,/legislacao/mineira/LEI/6409/1974,LEI 6409 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1142,1974,DEPUTADO DÊNIO MOREIRA                     ARENA,"DECLARA DE UTILIDADE PÚBLICA O ESPORTE CLUBE CARATINGA, COM SEDE EM
CARATINGA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-08,000148401,PL. 1142 1974 - PROJETO DE LEI,246,DELIBERAÇÃO DE PLENÁRIO,LEI 6472 1974 - LEI ORDINÁRIA,rosanacf,1974-08-06,"list(passo = 1, data = ""1974-08-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 10 9 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 10 10 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 10 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 21 8 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 18 9 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MAURÍLIO CAMBRAIA\nPUBLICAÇÃO: 18 10 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 11 1974."")",list(),list(),N,"list(id = 246, nome = ""DEPUTADO DÊNIO MOREIRA"", partido = ""ARENA"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARATINGA.",UTILIDADE PÚBLICA,NA,NA,20120224,0906,NA,NULL,NA,/legislacao/mineira/LEI/6472/1974,LEI 6472 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1141,1974,DEPUTADO HAROLDO LOPES DA COSTA            MDB,"DECLARA DE UTILIDADE PÚBLICA O NACIONAL FUTEBOL CLUBE, COM SEDE EM
SANTO ANTÔNIO DO MONTE.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-08,000148402,PL. 1141 1974 - PROJETO DE LEI,1473,DELIBERAÇÃO DE PLENÁRIO,LEI 6507 1974 - LEI ORDINÁRIA,rosanacf,1974-08-06,"list(passo = 1, data = ""1974-08-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 10 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 22 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 1 10 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 26 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 28 11 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 12 1974."")",list(),list(),N,"list(id = 1473, nome = ""DEPUTADO HAROLDO LOPES DA COSTA"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTO ANTÔNIO DO MONTE.",UTILIDADE PÚBLICA,NA,NA,20120224,0904,NA,NULL,NA,/legislacao/mineira/LEI/6507/1974,LEI 6507 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1140,1974,DEPUTADO HAROLDO LOPES DA COSTA            MDB,DECLARA DE UTILIDADE PÚBLICA O OLARIA FUTEBOL CLUBE COM SEDE EM BETIM.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-08,000148403,PL. 1140 1974 - PROJETO DE LEI,1473,NA,LEI 6493 1974 - LEI ORDINÁRIA,rosanacf,1974-08-06,"list(passo = 1, data = ""1974-08-06"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 10 1974\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 21 11 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 25 11 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 8 10 1974\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nPUBLICAÇÃO: 26 10 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 28 11 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1974."")",list(),list(),N,"list(id = 1473, nome = ""DEPUTADO HAROLDO LOPES DA COSTA"", partido = ""MDB"")","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BETIM.",UTILIDADE PÚBLICA,NA,NA,20120224,0903,NA,NULL,NA,/legislacao/mineira/LEI/6493/1974,LEI 6493 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,1139,1974,GOVERNADOR DO ESTADO,CRIA 1 (UM) CARGO DE PROMOTOR DE JUSTIÇA DE 3A ENTRÂNCIA.,NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1974-08-06,000148404,PL. 1139 1974 - PROJETO DE LEI,,NA,LEI 6401 1974 - LEI ORDINÁRIA,rosanacf,1974-08-02,"list(passo = 1, data = ""1974-08-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 27 8 1974\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 8 1974\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 23 8 1974\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ HONÓRIO\nPUBLICAÇÃO: 31 8 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 9 1974."")",list(),list(),N,NULL,NA,"JUDICIÁRIO
PESSOAL",NA,NA,20131021,1501,ADMINISTRAÇÃO PÚBLICA,"list(descricao = ""MSG 425 1974"")",NA,/legislacao/mineira/LEI/6401/1974,LEI 6401 1974 - LEI ORDINÁRIA,NA
