dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,regime,indexacao,assuntoGeral,norma,tema,linksOrigem,legislacaoCitada,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,805,1973,DEPUTADO BONIFÁCIO DE ANDRADA              ARENA,"DÁ DENOMINAÇÃO À ESCOLA ESTADUAL DE PRIMEIRO GRAU NA VILA MAGALHÃES, NO
MUNICÍPIO DE CRUZÍLIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-08-03,000148744,PL. 805 1973 - PROJETO DE LEI,281,NA,NA,20120516,1740,rosanacf,1973-08-01,"list(passo = 1, data = ""1973-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 29 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 9 8 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MARCOS TITO\nPUBLICAÇÃO: 26 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. RUY DA COSTA VAL\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 22 12 1973."")",list(),list(),N,"list(id = 281, nome = ""DEPUTADO BONIFÁCIO DE ANDRADA"", partido = ""ARENA"")",NA,"DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, CRUZÍLIA.","PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 6272 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6272/1973,LEI 6272 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,804,1973,DEPUTADO JÉSUS TRINDADE                    ARENA,"CONCEDE A TABAJARA PEDROSO O TÍTULO DE ""CIDADÃO HONORÁRIO DO
ESTADO DE MINAS GERAIS"".",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-08-03,000148745,PL. 804 1973 - PROJETO DE LEI,1048,NA,NA,20150518,1058,m17461,1973-08-01,"list(passo = 1, data = ""1973-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 16 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1973\nCOMISSÕES:\nCONSELHO DA MEDALHA DA INCONFIDÊNCIA\nRELATOR: CONSELHEIRO DERMEVAL PIMENTA\nPARECER FAVORÁVEL\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 21 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 27 3 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 4 1974."")",list(),list(),N,"list(id = 1048, nome = ""DEPUTADO JÉSUS TRINDADE"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"CONCESSÃO HONORÍFICA, TÍTULO, CIDADÃO.",HOMENAGEM,LEI 6285 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6285/1973,LEI 6285 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,803,1973,DEPUTADO VICENTE GUABIROBA                 ARENA,"DÁ AO AEROPORTO DA PAMPULHA, NESTA CAPITAL, O NOME DE ""AEROPORTO
HENRIQUE DUMONT"".",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-08-03,000148746,PL. 803 1973 - PROJETO DE LEI,1464,ARQUIVO,19750131,20090330,1157,m17663,1973-08-01,"list(passo = 1, data = ""1973-08-01"", local = ""PLENÁRIO"", historico = ""ARQUIVADO FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1464, nome = ""DEPUTADO VICENTE GUABIROBA"", partido = ""ARENA"")",NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,802,1973,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ABRIR CRÉDITO ESPECIAL NO VALOR
DE CR$ 8.366,52 À SECRETARIA DE ESTADO DA FAZENDA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-08-03,000148747,PL. 802 1973 - PROJETO DE LEI,NA,NA,NA,19980101,NA,Carga,1973-08-01,"list(passo = 1, data = ""1973-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA, AÇÃO SOCIAL E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. LOURIVAL BRASIL\nPUBLICAÇÃO: 10 8 1973\nPERDEU O PRAZO DE APRECIAÇÃO PELA ASSEMBLEIA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 10 1973."")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6142 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 283 1973"")",NA,/legislacao/mineira/LEI/6142/1973,LEI 6142 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,801,1973,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A ADQUIRIR IMÓVEL DO INSTITUTO
DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO (IPSEMG) QUE ESPECIFICA
E DÁ OUTRAS PROVIDÊNCIAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-07-13,000148748,PL. 801 1973 - PROJETO DE LEI,NA,NA,NA,19980101,NA,Carga,1973-07-12,"list(passo = 1, data = ""1973-07-12"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA, SAÚDE E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 17 8 1973, COM EMENDAS\nPERDEU O PRAZO DE APRECIAÇÃO PELA ASSEMBLEIA.\nSANCIONADO\nPUBLICAÇÃO DA LEI: 7 9 1973."")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6139 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 280 1973"")",NA,/legislacao/mineira/LEI/6139/1973,LEI 6139 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,800,1973,GOVERNADOR DO ESTADO,"MODIFICA PARA FUNDAÇÃO EDUCACIONAL DE ITUIUTABA A DENOMINAÇÃO DA
ENTIDADE INSTITUÍDA NA FORMA DA LEI 2914, DE 30 10 1963. (ALTERA A
DENOMINAÇÃO DA FUNDAÇÃO UNIVERSIDADE DO TRIÂNGULO MINEIRO).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-07-10,000148749,PL. 800 1973 - PROJETO DE LEI,,NA,NA,20120516,1742,rosanacf,1973-07-09,"list(passo = 1, data = ""1973-07-09"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA, EDUCAÇÃO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 14 8 1973\nPERDEU PRAZO DE APRECIAÇÃO PELA ASSEMBLEIA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 2 10 1973"")",list(),list(),N,NULL,NA,"ALTERAÇÃO, DENOMINAÇÃO, FUNDAÇÃO, ENSINO MÉDIO, ENSINO SUPERIOR,
MUNICÍPIO, ITUIUTABA.",ESTABELECIMENTO DE ENSINO,LEI 6143 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 277 1973"")",NA,/legislacao/mineira/LEI/6143/1973,LEI 6143 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,793,1973,DEPUTADO TARCISIO DELGADO                  MDB,"AUTORIZA O PODER EXECUTIVO A CELEBRAR CONVÊNIO COM A CAMPANHA
NACIONAL DAS ESCOLAS DA COMUNIDADE, PARA FINS QUE ESPECIFICA E
DÁ OUTRAS PROVIDÊNCIAS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-06-29,000148752,PL. 793 1973 - PROJETO DE LEI,1474,ARQUIVO,19750131,20090330,1150,m17663,1973-06-27,"list(passo = 1, data = ""1973-06-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 11 10 1973 (PARECER PELA INCONSTITUCIONALIDADE)\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1474, nome = ""DEPUTADO TARCISIO DELGADO"", partido = ""MDB"")",NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,792,1973,DEPUTADO AMILCAR PADOVANI                  MDB,"DECLARA DE UTILIDADE PÚBLICA O SPORT CLUB MANOEL HONÓRIO, COM SEDE
EM JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-29,000148753,PL. 792 1973 - PROJETO DE LEI,1189,NA,NA,20120306,1520,rosanacf,1973-06-27,"list(passo = 1, data = ""1973-06-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 24 8 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 26 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 27 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1973"")",list(),list(),N,"list(id = 1189, nome = ""DEPUTADO AMILCAR PADOVANI"", partido = ""MDB"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,LEI 6251 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6251/1973,LEI 6251 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,791,1973,DEPUTADO SAMIR TANNÚS                      ARENA,"AUTORIZA O PODER EXECUTIVO A DOAR IMÓVEL À PREFEITURA MUNICIPAL DE
MONTE ALEGRE DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-28,000148754,PL. 791 1973 - PROJETO DE LEI,1463,NA,NA,19980101,NA,Carga,1973-06-26,"list(passo = 1, data = ""1973-06-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: 6 9 1973\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VICENTE GUABIROBA\nPUBLICAÇÃO: 6 9 1973\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCÉLIO MENDES\nPUBLICAÇÃO: 13 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 9 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 11 1973"")",list(),list(),N,"list(id = 1463, nome = ""DEPUTADO SAMIR TANNÚS"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6195 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6195/1973,LEI 6195 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,790,1973,DEPUTADO SEBASTIÃO NASCIMENTO              ARENA,"MODIFICA A LEI 4776, DE 27 5 1968, QUE CRIOU A FUNDAÇÃO UNIVERSITÁRIA
DE PATOS DE MINAS. (ALTERA A DENOMINAÇÃO DA FUNDAÇÃO CITADA PARA
FUNDAÇÃO EDUCACIONAL DE PATOS DE MINAS).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-28,000148755,PL. 790 1973 - PROJETO DE LEI,718,NA,NA,20120516,1743,rosanacf,1973-06-26,"list(passo = 1, data = ""1973-06-26"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 4 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 7 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 25 8 1973\nEDUCAÇÃO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 25 8 1973\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 24 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: NÃO CONSTA\nSANCIONADO\nPUBLICAÇÃO DA LEI: 17 11 1973"")",list(),list(),N,"list(id = 718, nome = ""DEPUTADO SEBASTIÃO NASCIMENTO"", partido = ""ARENA"")",NA,"ALTERAÇÃO, DENOMINAÇÃO, FUNDAÇÃO, ENSINO SUPERIOR, MUNICÍPIO, PATOS
DE MINAS.",ESTABELECIMENTO DE ENSINO,LEI 6183 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6183/1973,LEI 6183 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,789,1973,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A FIRMAR CONTRATO DE FINANCIAMENTO COM
O SERFHAU - PARA OS ESTUDOS DE DETALHAMENTO E IMPLANTAÇÃO DO
PLAMBEL.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-26,000148757,PL. 789 1973 - PROJETO DE LEI,,NA,NA,20060816,1621,encnaves,1973-06-25,"list(passo = 1, data = ""1973-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 19 9 1973 COM EMENDAS\nREDAÇÃO FINAL\nAPROVAÇÃO: 20 9 1973\nCOMISSÕES:\nJUSTIÇA, ASSUNTOS MUNICIPAIS E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 14 8 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 22 9 1973\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 3 10 1973"")",list(),list(),N,NULL,DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6144 1973 - LEI ORDINÁRIA,NA,"list(descricao = ""MSG 276 1973"")",NA,/legislacao/mineira/LEI/6144/1973,LEI 6144 1973 - LEI ORDINÁRIA,PRL 6698 1973
Remissivo,PROJETO DE LEI,PL,787,1973,DEPUTADO FERNANDO JUNQUEIRA                ARENA,"DECLARA DE UTILIDADE PÚBLICA O GRUPO ESCOTEIRO AIMORÉ, COM SEDE EM
JUIZ DE FORA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-23,000148759,PL. 787 1973 - PROJETO DE LEI,1468,NA,NA,20120306,1508,rosanacf,1973-06-20,"list(passo = 1, data = ""1973-06-20"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 15 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 3 1974\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. AMILCAR PADOVANI\nPUBLICAÇÃO: NÃO CONSTA\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 26 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 27 3 1974\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 4 1974"")",list(),list(),N,"list(id = 1468, nome = ""DEPUTADO FERNANDO JUNQUEIRA"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",UTILIDADE PÚBLICA,LEI 6289 1974 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6289/1974,LEI 6289 1974 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,785,1973,DEPUTADO JOÃO FERRAZ                       ARENA,"PRORROGA PRAZO DE CONCURSO DE AGENTE DE FISCALIZAÇÃO DA
SECRETARIA DA FAZENDA DE MINAS GERAIS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-21,000148761,PL. 785 1973 - PROJETO DE LEI,1171,NA,NA,19980101,NA,Carga,1993-06-19,"list(passo = 1, data = ""1993-06-19"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 12 11 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 29 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. JOÃO NAVARRO\nPUBLICAÇÃO: 24 8 1973\nSERVIÇO PÚBLICO\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. ANTHERO ROCHA\nPUBLICAÇÃO: 24 8 1973\nFINANÇAS\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. LUIZ BACCARINI\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LÚCIO DE SOUZA CRUZ\nPUBLICAÇÃO: 21 11 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NELSON LOMBARDI\nPUBLICAÇÃO: 4 12 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 28 12 1973"")",list(),list(),N,"list(id = 1171, nome = ""DEPUTADO JOÃO FERRAZ"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,NA,NA,LEI 6275 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6275/1973,LEI 6275 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,784,1973,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA O GINÁSIO NORMAL DE MATOZINHOS, DE
MATOZINHOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-06-20,000148764,PL. 784 1973 - PROJETO DE LEI,1176,NA,NA,20120306,1507,rosanacf,1973-06-18,"list(passo = 1, data = ""1973-06-18"", local = ""PLENÁRIO"", historico = ""ANEXADO AO PROJETO DE LEI 775 1973.\nPL 775 1973: TRANSFORMADO NA LEI 6237 1973."")","list(expressao = ""(PL adj '775' adj 1973[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 775 1973"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27775%27+adj+1973%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 775, ano = 1973)",list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MATOZINHOS.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,783,1973,DEPUTADO GERARDO RENAULT                   ARENA,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA DE CARMO DA
MATA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-20,000148765,PL. 783 1973 - PROJETO DE LEI,1176,NA,NA,20120306,1506,rosanacf,1973-06-18,"list(passo = 1, data = ""1973-06-18"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: NÃO CONSTA\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 14 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. VALDIR MELGAÇO\nPUBLICAÇÃO: 28 6 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MORVAN ACAYABA\nPUBLICAÇÃO: 26 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. FÁBIO NOTINI\nPUBLICAÇÃO: 27 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 11 12 1973"")",list(),list(),N,"list(id = 1176, nome = ""DEPUTADO GERARDO RENAULT"", partido = ""ARENA"")",DELIBERAÇÃO DE PLENÁRIO,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CARMO DA MATA.",UTILIDADE PÚBLICA,LEI 6238 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6238/1973,LEI 6238 1973 - LEI ORDINÁRIA,NA
Remissivo,PROJETO DE LEI,PL,780,1973,DEPUTADO MARCOS TITO                       MDB,"DECLARA DE UTILIDADE PÚBLICA O COLÉGIO DE RECREIO, DE RECREIO.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1973-06-19,000148766,PL. 780 1973 - PROJETO DE LEI,1476,ARQUIVO,19750131,20120306,1503,rosanacf,1973-06-15,"list(passo = 1, data = ""1973-06-15"", local = ""PLENÁRIO"", historico = ""ARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1476, nome = ""DEPUTADO MARCOS TITO"", partido = ""MDB"")",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, RECREIO.",UTILIDADE PÚBLICA,NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,779,1973,DEPUTADO MARCOS TITO                       MDB,"DECLARA DE UTILIDADE PÚBLICA O CLUBE DE CAÇA E PESCA DR. CLOVIS
FERNANDES DE OLIVEIRA, DE ARAGUARI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1973-06-19,000148767,PL. 779 1973 - PROJETO DE LEI,1476,NA,NA,20120306,1501,rosanacf,1973-06-15,"list(passo = 1, data = ""1973-06-15"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 17 10 1973\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 16 11 1973\nREDAÇÃO FINAL\nAPROVAÇÃO: 23 11 1973\nCOMISSÕES:\nJUSTIÇA\nPRIMEIRA DISCUSSÃO\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 9 10 1973\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. BILAC PINTO\nPUBLICAÇÃO: 26 10 1973\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. NÍLSON GONTIJO\nPUBLICAÇÃO: 27 11 1973\nSANCIONADO\nPUBLICAÇÃO DA LEI: 8 12 1973"")",list(),list(),N,"list(id = 1476, nome = ""DEPUTADO MARCOS TITO"", partido = ""MDB"")",NA,"UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ARAGUARI.",UTILIDADE PÚBLICA,LEI 6232 1973 - LEI ORDINÁRIA,NA,NULL,NA,/legislacao/mineira/LEI/6232/1973,LEI 6232 1973 - LEI ORDINÁRIA,NA
